scenario,stage,participant,period,target_mwh
Reverse revision,DAM,W_A,17,0.76994837075
Reverse revision,DAM,W_A,18,0.76994837075
Reverse revision,DAM,W_A,19,0.70742626075
Reverse revision,DAM,W_A,20,0.70742626075
Reverse revision,DAM,W_A,21,0.389026532
Reverse revision,DAM,W_A,22,0.389026532
Reverse revision,DAM,W_A,23,0.20609142725
Reverse revision,DAM,W_A,24,0.20609142725
Reverse revision,DAM,W_A,25,0.23156342125
Reverse revision,DAM,W_A,26,0.23156342125
Reverse revision,DAM,W_A,27,0.1586209465
Reverse revision,DAM,W_A,28,0.1586209465
Reverse revision,DAM,W_A,29,0.188724205
Reverse revision,DAM,W_A,30,0.188724205
Reverse revision,DAM,W_A,31,0.39018436775
Reverse revision,DAM,W_A,32,0.39018436775
Reverse revision,DAM,W_A,33,1.06056047325
Reverse revision,DAM,W_A,34,1.06056047325
Reverse revision,DAM,W_A,35,1.2955973625
Reverse revision,DAM,W_A,36,1.2955973625
Reverse revision,DAM,W_A,37,0.885730101
Reverse revision,DAM,W_A,38,0.885730101
Reverse revision,DAM,W_A,39,0.57890857275
Reverse revision,DAM,W_A,40,0.57890857275
Reverse revision,DAM,W_A,41,0.42028762625
Reverse revision,DAM,W_A,42,0.42028762625
Reverse revision,DAM,W_A,43,0.552278743
Reverse revision,DAM,W_A,44,0.552278743
Reverse revision,DAM,W_A,45,0.61248526
Reverse revision,DAM,W_A,46,0.61248526
Reverse revision,DAM,W_A,47,0.596275795
Reverse revision,DAM,W_A,48,0.596275795
Reverse revision,IDA1,IND,1,-77.6573895662734
Reverse revision,IDA1,IND,2,-77.6573895662734
Reverse revision,IDA1,IND,3,-83.58731114819908
Reverse revision,IDA1,IND,4,-83.58731114819908
Reverse revision,IDA1,IND,5,-84.43035804399423
Reverse revision,IDA1,IND,6,-84.43035804399423
Reverse revision,IDA1,IND,7,-82.23953492747849
Reverse revision,IDA1,IND,8,-82.23953492747849
Reverse revision,IDA1,IND,9,-79.50043234797505
Reverse revision,IDA1,IND,10,-79.50043234797505
Reverse revision,IDA1,IND,11,-76.29171645539274
Reverse revision,IDA1,IND,12,-76.29171645539274
Reverse revision,IDA1,IND,13,-70.1926165522638
Reverse revision,IDA1,IND,14,-70.1926165522638
Reverse revision,IDA1,IND,15,-61.88156492896943
Reverse revision,IDA1,IND,16,-61.88156492896943
Reverse revision,IDA1,IND,17,-56.119616274041526
Reverse revision,IDA1,IND,18,-56.119616274041526
Reverse revision,IDA1,IND,19,-50.13421565120197
Reverse revision,IDA1,IND,20,-50.13421565120197
Reverse revision,IDA1,IND,21,-59.72382569829087
Reverse revision,IDA1,IND,22,-59.72382569829087
Reverse revision,IDA1,IND,23,-67.42390700267875
Reverse revision,IDA1,IND,24,-67.42390700267875
Reverse revision,IDA1,IND,25,-70.90684804873526
Reverse revision,IDA1,IND,26,-70.90684804873526
Reverse revision,IDA1,IND,27,-66.41847545967788
Reverse revision,IDA1,IND,28,-66.41847545967788
Reverse revision,IDA1,IND,29,-62.14708515615496
Reverse revision,IDA1,IND,30,-62.14708515615496
Reverse revision,IDA1,IND,31,-62.08492853896373
Reverse revision,IDA1,IND,32,-62.08492853896373
Reverse revision,IDA1,IND,33,-64.55542629763427
Reverse revision,IDA1,IND,34,-64.55542629763427
Reverse revision,IDA1,IND,35,-64.72085399680034
Reverse revision,IDA1,IND,36,-64.72085399680034
Reverse revision,IDA1,IND,37,-66.99000572429112
Reverse revision,IDA1,IND,38,-66.99000572429112
Reverse revision,IDA1,IND,39,-68.96782425423076
Reverse revision,IDA1,IND,40,-68.96782425423076
Reverse revision,IDA1,IND,41,-70.75386241997778
Reverse revision,IDA1,IND,42,-70.75386241997778
Reverse revision,IDA1,IND,43,-71.80840926108405
Reverse revision,IDA1,IND,44,-71.80840926108405
Reverse revision,IDA1,IND,45,-72.46750094648714
Reverse revision,IDA1,IND,46,-72.46750094648714
Reverse revision,IDA1,IND,47,-73.2772257397519
Reverse revision,IDA1,IND,48,-73.2772257397519
Reverse revision,IDA1,COM,1,-63.19510761412389
Reverse revision,IDA1,COM,2,-63.41181713526881
Reverse revision,IDA1,COM,3,-66.41690824767035
Reverse revision,IDA1,COM,4,-66.96381260762001
Reverse revision,IDA1,COM,5,-62.698862735693766
Reverse revision,IDA1,COM,6,-63.80574941302705
Reverse revision,IDA1,COM,7,-57.00523694618836
Reverse revision,IDA1,COM,8,-58.88777198724383
Reverse revision,IDA1,COM,9,-55.32524428514425
Reverse revision,IDA1,COM,10,-58.22092379220818
Reverse revision,IDA1,COM,11,-58.820167743162074
Reverse revision,IDA1,COM,12,-62.854843826633754
Reverse revision,IDA1,COM,13,-64.68324043505407
Reverse revision,IDA1,COM,14,-69.47538163648157
Reverse revision,IDA1,COM,15,-62.313401896014994
Reverse revision,IDA1,COM,16,-66.51704382148438
Reverse revision,IDA1,COM,17,-57.41153852371432
Reverse revision,IDA1,COM,18,-60.49128509758389
Reverse revision,IDA1,COM,19,-41.98144226824648
Reverse revision,IDA1,COM,20,-43.582769741130626
Reverse revision,IDA1,COM,21,-49.51760491807718
Reverse revision,IDA1,COM,22,-50.68855328765752
Reverse revision,IDA1,COM,23,-57.11341609755769
Reverse revision,IDA1,COM,24,-57.69334919015541
Reverse revision,IDA1,COM,25,-64.33759052859965
Reverse revision,IDA1,COM,26,-64.08504660105221
Reverse revision,IDA1,COM,27,-59.84166388191042
Reverse revision,IDA1,COM,28,-58.58994938644053
Reverse revision,IDA1,COM,29,-60.75080081552266
Reverse revision,IDA1,COM,30,-58.1436452410252
Reverse revision,IDA1,COM,31,-72.72063816866456
Reverse revision,IDA1,COM,32,-67.62891812225887
Reverse revision,IDA1,COM,33,-83.92657691188234
Reverse revision,IDA1,COM,34,-75.68139729116287
Reverse revision,IDA1,COM,35,-86.17428817051074
Reverse revision,IDA1,COM,36,-75.87345134573883
Reverse revision,IDA1,COM,37,-78.47319370564706
Reverse revision,IDA1,COM,38,-68.65707005890422
Reverse revision,IDA1,COM,39,-64.6317339797434
Reverse revision,IDA1,COM,40,-57.567194841017105
Reverse revision,IDA1,COM,41,-53.61123553290248
Reverse revision,IDA1,COM,42,-49.72769907496716
Reverse revision,IDA1,COM,43,-46.211753350298245
Reverse revision,IDA1,COM,44,-45.16531081690458
Reverse revision,IDA1,COM,45,-41.82470501230691
Reverse revision,IDA1,COM,46,-42.88232133549946
Reverse revision,IDA1,COM,47,-39.91419555886936
Reverse revision,IDA1,COM,48,-42.19316260992069
Reverse revision,IDA1,RES,1,-146.36598181960272
Reverse revision,IDA1,RES,2,-146.14927229845782
Reverse revision,IDA1,RES,3,-151.89989620413047
Reverse revision,IDA1,RES,4,-151.35299184418085
Reverse revision,IDA1,RES,5,-139.24071662031204
Reverse revision,IDA1,RES,6,-138.13382994297874
Reverse revision,IDA1,RES,7,-119.07890952633319
Reverse revision,IDA1,RES,8,-117.19637448527773
Reverse revision,IDA1,RES,9,-103.35866276688071
Reverse revision,IDA1,RES,10,-100.46298325981677
Reverse revision,IDA1,RES,11,-92.2214528014452
Reverse revision,IDA1,RES,12,-88.18677671797354
Reverse revision,IDA1,RES,13,-80.18170981268214
Reverse revision,IDA1,RES,14,-75.38956861125463
Reverse revision,IDA1,RES,15,-58.883934375015585
Reverse revision,IDA1,RES,16,-54.680292449546215
Reverse revision,IDA1,RES,17,-41.17568380224419
Reverse revision,IDA1,RES,18,-38.09593722837461
Reverse revision,IDA1,RES,19,-23.438669680551577
Reverse revision,IDA1,RES,20,-21.83734220766743
Reverse revision,IDA1,RES,21,-22.595667583631933
Reverse revision,IDA1,RES,22,-21.424719214051592
Reverse revision,IDA1,RES,23,-22.79401369976354
Reverse revision,IDA1,RES,24,-22.214080607165815
Reverse revision,IDA1,RES,25,-24.47708782266508
Reverse revision,IDA1,RES,26,-24.729631750212516
Reverse revision,IDA1,RES,27,-24.091387458411702
Reverse revision,IDA1,RES,28,-25.343101953881607
Reverse revision,IDA1,RES,29,-29.08149722832239
Reverse revision,IDA1,RES,30,-31.688652802819853
Reverse revision,IDA1,RES,31,-46.29377789237172
Reverse revision,IDA1,RES,32,-51.38549793877742
Reverse revision,IDA1,RES,33,-77.38742799048347
Reverse revision,IDA1,RES,34,-85.6326076112029
Reverse revision,IDA1,RES,35,-120.28627403268897
Reverse revision,IDA1,RES,36,-130.58711085746089
Reverse revision,IDA1,RES,37,-165.49401977006175
Reverse revision,IDA1,RES,38,-175.3101434168046
Reverse revision,IDA1,RES,39,-196.35321396602586
Reverse revision,IDA1,RES,40,-203.41775310475214
Reverse revision,IDA1,RES,41,-214.41873944711975
Reverse revision,IDA1,RES,42,-218.30227590505504
Reverse revision,IDA1,RES,43,-215.51640478861773
Reverse revision,IDA1,RES,44,-216.56284732201138
Reverse revision,IDA1,RES,45,-199.92475384120607
Reverse revision,IDA1,RES,46,-198.86713751801346
Reverse revision,IDA1,RES,47,-175.65212710137874
Reverse revision,IDA1,RES,48,-173.37316005032739
Reverse revision,IDA1,PV_C,1,0.0
Reverse revision,IDA1,PV_C,2,0.0
Reverse revision,IDA1,PV_C,3,0.0
Reverse revision,IDA1,PV_C,4,0.0
Reverse revision,IDA1,PV_C,5,0.0
Reverse revision,IDA1,PV_C,6,0.0
Reverse revision,IDA1,PV_C,7,0.0
Reverse revision,IDA1,PV_C,8,0.0
Reverse revision,IDA1,PV_C,9,0.0
Reverse revision,IDA1,PV_C,10,0.0
Reverse revision,IDA1,PV_C,11,0.0
Reverse revision,IDA1,PV_C,12,0.0
Reverse revision,IDA1,PV_C,13,5.99e-05
Reverse revision,IDA1,PV_C,14,5.99e-05
Reverse revision,IDA1,PV_C,15,5.444254099999999
Reverse revision,IDA1,PV_C,16,5.444254099999999
Reverse revision,IDA1,PV_C,17,24.110413700000002
Reverse revision,IDA1,PV_C,18,24.110413700000002
Reverse revision,IDA1,PV_C,19,43.728511999999995
Reverse revision,IDA1,PV_C,20,43.728511999999995
Reverse revision,IDA1,PV_C,21,54.716448799999995
Reverse revision,IDA1,PV_C,22,54.716448799999995
Reverse revision,IDA1,PV_C,23,60.02851089999999
Reverse revision,IDA1,PV_C,24,60.02851089999999
Reverse revision,IDA1,PV_C,25,60.49762210000001
Reverse revision,IDA1,PV_C,26,60.49762210000001
Reverse revision,IDA1,PV_C,27,58.770200100000004
Reverse revision,IDA1,PV_C,28,58.770200100000004
Reverse revision,IDA1,PV_C,29,50.3869927
Reverse revision,IDA1,PV_C,30,50.3869927
Reverse revision,IDA1,PV_C,31,30.9399595
Reverse revision,IDA1,PV_C,32,30.9399595
Reverse revision,IDA1,PV_C,33,8.797812700000001
Reverse revision,IDA1,PV_C,34,8.797812700000001
Reverse revision,IDA1,PV_C,35,0.0
Reverse revision,IDA1,PV_C,36,0.0
Reverse revision,IDA1,PV_C,37,0.0
Reverse revision,IDA1,PV_C,38,0.0
Reverse revision,IDA1,PV_C,39,0.0
Reverse revision,IDA1,PV_C,40,0.0
Reverse revision,IDA1,PV_C,41,0.0
Reverse revision,IDA1,PV_C,42,0.0
Reverse revision,IDA1,PV_C,43,0.0
Reverse revision,IDA1,PV_C,44,0.0
Reverse revision,IDA1,PV_C,45,0.0
Reverse revision,IDA1,PV_C,46,0.0
Reverse revision,IDA1,PV_C,47,0.0
Reverse revision,IDA1,PV_C,48,0.0
Reverse revision,IDA1,PV_A,1,0.0
Reverse revision,IDA1,PV_A,2,0.0
Reverse revision,IDA1,PV_A,3,0.0
Reverse revision,IDA1,PV_A,4,0.0
Reverse revision,IDA1,PV_A,5,0.0
Reverse revision,IDA1,PV_A,6,0.0
Reverse revision,IDA1,PV_A,7,0.0
Reverse revision,IDA1,PV_A,8,0.0
Reverse revision,IDA1,PV_A,9,0.0
Reverse revision,IDA1,PV_A,10,0.0
Reverse revision,IDA1,PV_A,11,0.0
Reverse revision,IDA1,PV_A,12,0.0
Reverse revision,IDA1,PV_A,13,5.99e-05
Reverse revision,IDA1,PV_A,14,5.99e-05
Reverse revision,IDA1,PV_A,15,5.444254099999999
Reverse revision,IDA1,PV_A,16,5.444254099999999
Reverse revision,IDA1,PV_A,17,24.110413700000002
Reverse revision,IDA1,PV_A,18,24.110413700000002
Reverse revision,IDA1,PV_A,19,43.728511999999995
Reverse revision,IDA1,PV_A,20,43.728511999999995
Reverse revision,IDA1,PV_A,21,54.716448799999995
Reverse revision,IDA1,PV_A,22,54.716448799999995
Reverse revision,IDA1,PV_A,23,60.02851089999999
Reverse revision,IDA1,PV_A,24,60.02851089999999
Reverse revision,IDA1,PV_A,25,60.49762210000001
Reverse revision,IDA1,PV_A,26,60.49762210000001
Reverse revision,IDA1,PV_A,27,58.770200100000004
Reverse revision,IDA1,PV_A,28,58.770200100000004
Reverse revision,IDA1,PV_A,29,50.3869927
Reverse revision,IDA1,PV_A,30,50.3869927
Reverse revision,IDA1,PV_A,31,30.9399595
Reverse revision,IDA1,PV_A,32,30.9399595
Reverse revision,IDA1,PV_A,33,8.797812700000001
Reverse revision,IDA1,PV_A,34,8.797812700000001
Reverse revision,IDA1,PV_A,35,0.0
Reverse revision,IDA1,PV_A,36,0.0
Reverse revision,IDA1,PV_A,37,0.0
Reverse revision,IDA1,PV_A,38,0.0
Reverse revision,IDA1,PV_A,39,0.0
Reverse revision,IDA1,PV_A,40,0.0
Reverse revision,IDA1,PV_A,41,0.0
Reverse revision,IDA1,PV_A,42,0.0
Reverse revision,IDA1,PV_A,43,0.0
Reverse revision,IDA1,PV_A,44,0.0
Reverse revision,IDA1,PV_A,45,0.0
Reverse revision,IDA1,PV_A,46,0.0
Reverse revision,IDA1,PV_A,47,0.0
Reverse revision,IDA1,PV_A,48,0.0
Reverse revision,IDA1,W_C,1,0.0
Reverse revision,IDA1,W_C,2,0.0
Reverse revision,IDA1,W_C,3,0.0
Reverse revision,IDA1,W_C,4,0.0
Reverse revision,IDA1,W_C,5,0.0
Reverse revision,IDA1,W_C,6,0.0
Reverse revision,IDA1,W_C,7,0.0
Reverse revision,IDA1,W_C,8,0.0
Reverse revision,IDA1,W_C,9,0.0
Reverse revision,IDA1,W_C,10,0.0
Reverse revision,IDA1,W_C,11,0.0
Reverse revision,IDA1,W_C,12,0.0
Reverse revision,IDA1,W_C,13,0.0
Reverse revision,IDA1,W_C,14,0.0
Reverse revision,IDA1,W_C,15,0.0
Reverse revision,IDA1,W_C,16,0.0
Reverse revision,IDA1,W_C,17,0.0
Reverse revision,IDA1,W_C,18,0.0
Reverse revision,IDA1,W_C,19,0.0
Reverse revision,IDA1,W_C,20,0.0
Reverse revision,IDA1,W_C,21,0.0
Reverse revision,IDA1,W_C,22,0.0
Reverse revision,IDA1,W_C,23,0.0
Reverse revision,IDA1,W_C,24,0.0
Reverse revision,IDA1,W_C,25,0.0
Reverse revision,IDA1,W_C,26,0.0
Reverse revision,IDA1,W_C,27,0.0
Reverse revision,IDA1,W_C,28,0.0
Reverse revision,IDA1,W_C,29,0.0
Reverse revision,IDA1,W_C,30,0.0
Reverse revision,IDA1,W_C,31,0.0
Reverse revision,IDA1,W_C,32,0.0
Reverse revision,IDA1,W_C,33,0.9042551590000001
Reverse revision,IDA1,W_C,34,0.9042551590000001
Reverse revision,IDA1,W_C,35,1.2654941432499998
Reverse revision,IDA1,W_C,36,1.2654941432499998
Reverse revision,IDA1,W_C,37,0.5569100467500001
Reverse revision,IDA1,W_C,38,0.5569100467500001
Reverse revision,IDA1,W_C,39,0.3762906134999999
Reverse revision,IDA1,W_C,40,0.3762906134999999
Reverse revision,IDA1,W_C,41,0.30334809949999997
Reverse revision,IDA1,W_C,42,0.30334809949999997
Reverse revision,IDA1,W_C,43,0.21419612050000003
Reverse revision,IDA1,W_C,44,0.21419612050000003
Reverse revision,IDA1,W_C,45,0.14241152075000008
Reverse revision,IDA1,W_C,46,0.14241152075000008
Reverse revision,IDA1,W_C,47,0.0
Reverse revision,IDA1,W_C,48,0.0
Reverse revision,IDA1,W_A,1,0.0
Reverse revision,IDA1,W_A,2,0.0
Reverse revision,IDA1,W_A,3,0.0
Reverse revision,IDA1,W_A,4,0.0
Reverse revision,IDA1,W_A,5,0.0
Reverse revision,IDA1,W_A,6,0.0
Reverse revision,IDA1,W_A,7,0.0
Reverse revision,IDA1,W_A,8,0.0
Reverse revision,IDA1,W_A,9,0.0
Reverse revision,IDA1,W_A,10,0.0
Reverse revision,IDA1,W_A,11,0.0
Reverse revision,IDA1,W_A,12,0.0
Reverse revision,IDA1,W_A,13,0.0
Reverse revision,IDA1,W_A,14,0.0
Reverse revision,IDA1,W_A,15,0.0
Reverse revision,IDA1,W_A,16,0.0
Reverse revision,IDA1,W_A,17,0.0
Reverse revision,IDA1,W_A,18,0.0
Reverse revision,IDA1,W_A,19,0.0
Reverse revision,IDA1,W_A,20,0.0
Reverse revision,IDA1,W_A,21,0.0
Reverse revision,IDA1,W_A,22,0.0
Reverse revision,IDA1,W_A,23,0.0
Reverse revision,IDA1,W_A,24,0.0
Reverse revision,IDA1,W_A,25,0.0
Reverse revision,IDA1,W_A,26,0.0
Reverse revision,IDA1,W_A,27,0.0
Reverse revision,IDA1,W_A,28,0.0
Reverse revision,IDA1,W_A,29,0.0
Reverse revision,IDA1,W_A,30,0.0
Reverse revision,IDA1,W_A,31,0.0
Reverse revision,IDA1,W_A,32,0.0
Reverse revision,IDA1,W_A,33,0.9042551590000001
Reverse revision,IDA1,W_A,34,0.9042551590000001
Reverse revision,IDA1,W_A,35,1.2654941432499998
Reverse revision,IDA1,W_A,36,1.2654941432499998
Reverse revision,IDA1,W_A,37,0.5569100467500001
Reverse revision,IDA1,W_A,38,0.5569100467500001
Reverse revision,IDA1,W_A,39,0.3762906134999999
Reverse revision,IDA1,W_A,40,0.3762906134999999
Reverse revision,IDA1,W_A,41,0.30334809949999997
Reverse revision,IDA1,W_A,42,0.30334809949999997
Reverse revision,IDA1,W_A,43,0.21419612050000003
Reverse revision,IDA1,W_A,44,0.21419612050000003
Reverse revision,IDA1,W_A,45,0.14241152075000008
Reverse revision,IDA1,W_A,46,0.14241152075000008
Reverse revision,IDA1,W_A,47,0.0
Reverse revision,IDA1,W_A,48,0.0
Reverse revision,IDA2,IND,1,-76.84985445283004
Reverse revision,IDA2,IND,2,-76.84985445283004
Reverse revision,IDA2,IND,3,-81.29729563927431
Reverse revision,IDA2,IND,4,-81.29729563927431
Reverse revision,IDA2,IND,5,-81.92958081112066
Reverse revision,IDA2,IND,6,-81.92958081112066
Reverse revision,IDA2,IND,7,-80.28646347373386
Reverse revision,IDA2,IND,8,-80.28646347373386
Reverse revision,IDA2,IND,9,-78.23213653910629
Reverse revision,IDA2,IND,10,-78.23213653910629
Reverse revision,IDA2,IND,11,-75.82559961966957
Reverse revision,IDA2,IND,12,-75.82559961966957
Reverse revision,IDA2,IND,13,-71.25127469232284
Reverse revision,IDA2,IND,14,-71.25127469232284
Reverse revision,IDA2,IND,15,-65.01798597485207
Reverse revision,IDA2,IND,16,-65.01798597485207
Reverse revision,IDA2,IND,17,-60.69652448365615
Reverse revision,IDA2,IND,18,-60.69652448365615
Reverse revision,IDA2,IND,19,-56.207474016526476
Reverse revision,IDA2,IND,20,-56.207474016526476
Reverse revision,IDA2,IND,21,-63.39968155184315
Reverse revision,IDA2,IND,22,-63.39968155184315
Reverse revision,IDA2,IND,23,-69.17474253013405
Reverse revision,IDA2,IND,24,-69.17474253013405
Reverse revision,IDA2,IND,25,-71.78694831467645
Reverse revision,IDA2,IND,26,-71.78694831467645
Reverse revision,IDA2,IND,27,-68.42066887288341
Reverse revision,IDA2,IND,28,-68.42066887288341
Reverse revision,IDA2,IND,29,-65.21712614524121
Reverse revision,IDA2,IND,30,-65.21712614524121
Reverse revision,IDA2,IND,31,-65.1705086823478
Reverse revision,IDA2,IND,32,-65.1705086823478
Reverse revision,IDA2,IND,33,-67.0233820013507
Reverse revision,IDA2,IND,34,-67.0233820013507
Reverse revision,IDA2,IND,35,-67.14745277572526
Reverse revision,IDA2,IND,36,-67.14745277572526
Reverse revision,IDA2,IND,37,-68.84931657134334
Reverse revision,IDA2,IND,38,-68.84931657134334
Reverse revision,IDA2,IND,39,-70.33268046879809
Reverse revision,IDA2,IND,40,-70.33268046879809
Reverse revision,IDA2,IND,41,-71.67220909310832
Reverse revision,IDA2,IND,42,-71.67220909310832
Reverse revision,IDA2,IND,43,-72.46311922393804
Reverse revision,IDA2,IND,44,-72.46311922393804
Reverse revision,IDA2,IND,45,-72.95743798799035
Reverse revision,IDA2,IND,46,-72.95743798799035
Reverse revision,IDA2,IND,47,-73.56473158293892
Reverse revision,IDA2,IND,48,-73.56473158293892
Reverse revision,IDA2,COM,1,-62.53796128611496
Reverse revision,IDA2,COM,2,-62.7524173121486
Reverse revision,IDA2,COM,3,-64.5973049149069
Reverse revision,IDA2,COM,4,-65.12922590657998
Reverse revision,IDA2,COM,5,-60.84175953147916
Reverse revision,IDA2,COM,6,-61.91586088057064
Reverse revision,IDA2,COM,7,-55.65144401567472
Reverse revision,IDA2,COM,8,-57.48927153920105
Reverse revision,IDA2,COM,9,-54.442622978830364
Reverse revision,IDA2,COM,10,-57.29210678513934
Reverse revision,IDA2,COM,11,-58.46079621845427
Reverse revision,IDA2,COM,12,-62.470821782360105
Reverse revision,IDA2,COM,13,-65.65880513652064
Reverse revision,IDA2,COM,14,-70.52322230571215
Reverse revision,IDA2,COM,15,-65.47171027705774
Reverse revision,IDA2,COM,16,-69.88841066379148
Reverse revision,IDA2,COM,17,-62.09381113072319
Reverse revision,IDA2,COM,18,-65.4247304372901
Reverse revision,IDA2,COM,19,-47.06707375030404
Reverse revision,IDA2,COM,20,-48.862386016686884
Reverse revision,IDA2,COM,21,-52.56529276733718
Reverse revision,IDA2,COM,22,-53.80831015406779
Reverse revision,IDA2,COM,23,-58.59651315382839
Reverse revision,IDA2,COM,24,-59.19150570392724
Reverse revision,IDA2,COM,25,-65.13615275626088
Reverse revision,IDA2,COM,26,-64.88047423757152
Reverse revision,IDA2,COM,27,-61.64559847135096
Reverse revision,IDA2,COM,28,-60.35615088278162
Reverse revision,IDA2,COM,29,-63.75186592026311
Reverse revision,IDA2,COM,30,-61.01591790990931
Reverse revision,IDA2,COM,31,-76.33480609037889
Reverse revision,IDA2,COM,32,-70.99003090417385
Reverse revision,IDA2,COM,33,-87.13509223061189
Reverse revision,IDA2,COM,34,-78.57469916866593
Reverse revision,IDA2,COM,35,-89.4052471201504
Reverse revision,IDA2,COM,36,-78.71819786897679
Reverse revision,IDA2,COM,37,-80.65122099019815
Reverse revision,IDA2,COM,38,-70.56265035714647
Reverse revision,IDA2,COM,39,-65.91078003831328
Reverse revision,IDA2,COM,40,-58.706435414191326
Reverse revision,IDA2,COM,41,-54.30708022759661
Reverse revision,IDA2,COM,42,-50.37313757748825
Reverse revision,IDA2,COM,43,-46.6330869466099
Reverse revision,IDA2,COM,44,-45.577103520175754
Reverse revision,IDA2,COM,45,-42.107472762923926
Reverse revision,IDA2,COM,46,-43.17223940047343
Reverse revision,IDA2,COM,47,-40.070800347511884
Reverse revision,IDA2,COM,48,-42.35870900814236
Reverse revision,IDA2,RES,1,-144.84396736105504
Reverse revision,IDA2,RES,2,-144.6295113350214
Reverse revision,IDA2,RES,3,-147.7383420958187
Reverse revision,IDA2,RES,4,-147.20642110414565
Reverse revision,IDA2,RES,5,-135.1164890074002
Reverse revision,IDA2,RES,6,-134.04238765830868
Reverse revision,IDA2,RES,7,-116.25095556059142
Reverse revision,IDA2,RES,8,-114.4131280370651
Reverse revision,IDA2,RES,9,-101.70974898206337
Reverse revision,IDA2,RES,10,-98.86026517575438
Reverse revision,IDA2,RES,11,-91.65801061187618
Reverse revision,IDA2,RES,12,-87.64798504797038
Reverse revision,IDA2,RES,13,-81.39102532115652
Reverse revision,IDA2,RES,14,-76.52660815196501
Reverse revision,IDA2,RES,15,-61.868422748090204
Reverse revision,IDA2,RES,16,-57.45172236135647
Reverse revision,IDA2,RES,17,-44.53382018562069
Reverse revision,IDA2,RES,18,-41.20290087905379
Reverse revision,IDA2,RES,19,-26.278029883169506
Reverse revision,IDA2,RES,20,-24.48271761678666
Reverse revision,IDA2,RES,21,-23.986375830819654
Reverse revision,IDA2,RES,22,-22.74335844408905
Reverse revision,IDA2,RES,23,-23.385919016037537
Reverse revision,IDA2,RES,24,-22.790926465938675
Reverse revision,IDA2,RES,25,-24.780898979062655
Reverse revision,IDA2,RES,26,-25.03657749775203
Reverse revision,IDA2,RES,27,-24.81762540576564
Reverse revision,IDA2,RES,28,-26.107072994335
Reverse revision,IDA2,RES,29,-30.51811148449569
Reverse revision,IDA2,RES,30,-33.25405949484948
Reverse revision,IDA2,RES,31,-48.59454822727334
Reverse revision,IDA2,RES,32,-53.939323413478384
Reverse revision,IDA2,RES,33,-80.34595146803748
Reverse revision,IDA2,RES,34,-88.90634452998341
Reverse revision,IDA2,RES,35,-124.79620410412437
Reverse revision,IDA2,RES,36,-135.48325335529805
Reverse revision,IDA2,RES,37,-170.08731428845846
Reverse revision,IDA2,RES,38,-180.17588492151015
Reverse revision,IDA2,RES,39,-200.23899559288867
Reverse revision,IDA2,RES,40,-207.44334021701061
Reverse revision,IDA2,RES,41,-217.2017781292951
Reverse revision,IDA2,RES,42,-221.1357207794034
Reverse revision,IDA2,RES,43,-217.4813659794521
Reverse revision,IDA2,RES,44,-218.53734940588623
Reverse revision,IDA2,RES,45,-201.27640169908582
Reverse revision,IDA2,RES,46,-200.21163506153627
Reverse revision,IDA2,RES,47,-176.3413045695492
Reverse revision,IDA2,RES,48,-174.0533959089187
Reverse revision,IDA2,PV_C,1,0.0
Reverse revision,IDA2,PV_C,2,0.0
Reverse revision,IDA2,PV_C,3,0.0
Reverse revision,IDA2,PV_C,4,0.0
Reverse revision,IDA2,PV_C,5,0.0
Reverse revision,IDA2,PV_C,6,0.0
Reverse revision,IDA2,PV_C,7,0.0
Reverse revision,IDA2,PV_C,8,0.0
Reverse revision,IDA2,PV_C,9,0.0
Reverse revision,IDA2,PV_C,10,0.0
Reverse revision,IDA2,PV_C,11,0.0
Reverse revision,IDA2,PV_C,12,0.0
Reverse revision,IDA2,PV_C,13,5.99e-05
Reverse revision,IDA2,PV_C,14,5.99e-05
Reverse revision,IDA2,PV_C,15,5.222112074999999
Reverse revision,IDA2,PV_C,16,5.222112074999999
Reverse revision,IDA2,PV_C,17,23.606771975
Reverse revision,IDA2,PV_C,18,23.606771975
Reverse revision,IDA2,PV_C,19,43.125845999999996
Reverse revision,IDA2,PV_C,20,43.125845999999996
Reverse revision,IDA2,PV_C,21,53.8847227
Reverse revision,IDA2,PV_C,22,53.8847227
Reverse revision,IDA2,PV_C,23,58.85640659999999
Reverse revision,IDA2,PV_C,24,58.85640659999999
Reverse revision,IDA2,PV_C,25,59.040933425
Reverse revision,IDA2,PV_C,26,59.040933425
Reverse revision,IDA2,PV_C,27,56.574250925
Reverse revision,IDA2,PV_C,28,56.574250925
Reverse revision,IDA2,PV_C,29,47.66658770000001
Reverse revision,IDA2,PV_C,30,47.66658770000001
Reverse revision,IDA2,PV_C,31,28.839470749999997
Reverse revision,IDA2,PV_C,32,28.839470749999997
Reverse revision,IDA2,PV_C,33,8.10194735
Reverse revision,IDA2,PV_C,34,8.10194735
Reverse revision,IDA2,PV_C,35,0.0
Reverse revision,IDA2,PV_C,36,0.0
Reverse revision,IDA2,PV_C,37,0.0
Reverse revision,IDA2,PV_C,38,0.0
Reverse revision,IDA2,PV_C,39,0.0
Reverse revision,IDA2,PV_C,40,0.0
Reverse revision,IDA2,PV_C,41,0.0
Reverse revision,IDA2,PV_C,42,0.0
Reverse revision,IDA2,PV_C,43,0.0
Reverse revision,IDA2,PV_C,44,0.0
Reverse revision,IDA2,PV_C,45,0.0
