scenario,stage,participant,period,target_mwh
High RES,DAM,IND,2,-74.4272491125
High RES,DAM,IND,3,-74.4272491125
High RES,DAM,IND,4,-74.4272491125
High RES,DAM,IND,5,-74.4272491125
High RES,DAM,IND,6,-74.4272491125
High RES,DAM,IND,7,-74.4272491125
High RES,DAM,IND,8,-74.4272491125
High RES,DAM,IND,9,-74.4272491125
High RES,DAM,IND,10,-74.4272491125
High RES,DAM,IND,11,-74.4272491125
High RES,DAM,IND,12,-74.4272491125
High RES,DAM,IND,13,-74.4272491125
High RES,DAM,IND,14,-74.4272491125
High RES,DAM,IND,15,-74.4272491125
High RES,DAM,IND,16,-74.4272491125
High RES,DAM,IND,17,-74.4272491125
High RES,DAM,IND,18,-74.4272491125
High RES,DAM,IND,19,-74.4272491125
High RES,DAM,IND,20,-74.4272491125
High RES,DAM,IND,21,-74.4272491125
High RES,DAM,IND,22,-74.4272491125
High RES,DAM,IND,23,-74.4272491125
High RES,DAM,IND,24,-74.4272491125
High RES,DAM,IND,25,-74.4272491125
High RES,DAM,IND,26,-74.4272491125
High RES,DAM,IND,27,-74.4272491125
High RES,DAM,IND,28,-74.4272491125
High RES,DAM,IND,29,-74.4272491125
High RES,DAM,IND,30,-74.4272491125
High RES,DAM,IND,31,-74.4272491125
High RES,DAM,IND,32,-74.4272491125
High RES,DAM,IND,33,-74.4272491125
High RES,DAM,IND,34,-74.4272491125
High RES,DAM,IND,35,-74.4272491125
High RES,DAM,IND,36,-74.4272491125
High RES,DAM,IND,37,-74.4272491125
High RES,DAM,IND,38,-74.4272491125
High RES,DAM,IND,39,-74.4272491125
High RES,DAM,IND,40,-74.4272491125
High RES,DAM,IND,41,-74.4272491125
High RES,DAM,IND,42,-74.4272491125
High RES,DAM,IND,43,-74.4272491125
High RES,DAM,IND,44,-74.4272491125
High RES,DAM,IND,45,-74.4272491125
High RES,DAM,IND,46,-74.4272491125
High RES,DAM,IND,47,-74.4272491125
High RES,DAM,IND,48,-74.4272491125
High RES,DAM,COM,1,-60.56652230208813
High RES,DAM,COM,2,-60.77421784278795
High RES,DAM,COM,3,-59.138494916616544
High RES,DAM,COM,4,-59.625465803459846
High RES,DAM,COM,5,-55.270449918835375
High RES,DAM,COM,6,-56.24619528320141
High RES,DAM,COM,7,-51.590065224133845
High RES,DAM,COM,8,-53.29377019507272
High RES,DAM,COM,9,-51.794759059888676
High RES,DAM,COM,10,-54.5056557639328
High RES,DAM,COM,11,-57.382681644330866
High RES,DAM,COM,12,-61.31875564953915
High RES,DAM,COM,13,-68.58549924092036
High RES,DAM,COM,14,-73.66674431340392
High RES,DAM,COM,15,-74.94663542018596
High RES,DAM,COM,16,-80.00251119071278
High RES,DAM,COM,17,-76.1406289517498
High RES,DAM,COM,18,-80.22506645640867
High RES,DAM,COM,19,-62.323968196476734
High RES,DAM,COM,20,-64.70123484335566
High RES,DAM,COM,21,-61.708356315117186
High RES,DAM,COM,22,-63.16758075329857
High RES,DAM,COM,23,-63.04580432264047
High RES,DAM,COM,24,-63.68597524524273
High RES,DAM,COM,25,-67.53183943924464
High RES,DAM,COM,26,-67.26675714712944
High RES,DAM,COM,27,-67.05740223967256
High RES,DAM,COM,28,-65.65475537180485
High RES,DAM,COM,29,-72.75506123448443
High RES,DAM,COM,30,-69.63273591656166
High RES,DAM,COM,31,-87.17730985552184
High RES,DAM,COM,32,-81.07336924991874
High RES,DAM,COM,33,-96.76063818680053
High RES,DAM,COM,34,-87.25460480117506
High RES,DAM,COM,35,-99.09812396906942
High RES,DAM,COM,36,-87.2524374386906
High RES,DAM,COM,37,-87.18530284385142
High RES,DAM,COM,38,-76.27939125187322
High RES,DAM,COM,39,-69.7479182140229
High RES,DAM,COM,40,-62.124157133714
High RES,DAM,COM,41,-56.39461431167897
High RES,DAM,COM,42,-52.3094530850515
High RES,DAM,COM,43,-47.89708773554485
High RES,DAM,COM,44,-46.812481629989264
High RES,DAM,COM,45,-42.955776014774955
High RES,DAM,COM,46,-44.04199359539533
High RES,DAM,COM,47,-40.54061471343947
High RES,DAM,COM,48,-42.85534820280739
High RES,DAM,RES,1,-140.2779239854119
High RES,DAM,RES,2,-140.0702284447121
High RES,DAM,RES,3,-135.2536797708834
High RES,DAM,RES,4,-134.76670888404013
High RES,DAM,RES,5,-122.74380616866463
High RES,DAM,RES,6,-121.76806080429859
High RES,DAM,RES,7,-107.76709366336617
High RES,DAM,RES,8,-106.06338869242731
High RES,DAM,RES,9,-96.76300762761133
High RES,DAM,RES,10,-94.0521109235672
High RES,DAM,RES,11,-89.96768404316914
High RES,DAM,RES,12,-86.03161003796089
High RES,DAM,RES,13,-85.01897184657967
High RES,DAM,RES,14,-79.9377267740961
High RES,DAM,RES,15,-70.82188786731405
High RES,DAM,RES,16,-65.76601209678724
High RES,DAM,RES,17,-54.6082293357502
High RES,DAM,RES,18,-50.523791831091344
High RES,DAM,RES,19,-34.79611049102329
High RES,DAM,RES,20,-32.41884384414435
High RES,DAM,RES,21,-28.158500572382813
High RES,DAM,RES,22,-26.699276134201423
High RES,DAM,RES,23,-25.161634964859523
High RES,DAM,RES,24,-24.521464042257268
High RES,DAM,RES,25,-25.692332448255375
High RES,DAM,RES,26,-25.957414740370563
High RES,DAM,RES,27,-26.996339247827446
High RES,DAM,RES,28,-28.39898611569516
High RES,DAM,RES,29,-34.827954253015584
High RES,DAM,RES,30,-37.95027957093836
High RES,DAM,RES,31,-55.49685923197818
High RES,DAM,RES,32,-61.60079983758127
High RES,DAM,RES,33,-89.2215219006995
High RES,DAM,RES,34,-98.72755528632494
High RES,DAM,RES,35,-138.3259943184306
High RES,DAM,RES,36,-150.17168084880944
High RES,DAM,RES,37,-183.86719784364857
High RES,DAM,RES,38,-194.77310943562676
High RES,DAM,RES,39,-211.89634047347712
High RES,DAM,RES,40,-219.52010155378602
High RES,DAM,RES,41,-225.55089417582107
High RES,DAM,RES,42,-229.63605540244848
High RES,DAM,RES,43,-223.37624955195523
High RES,DAM,RES,44,-224.46085565751073
High RES,DAM,RES,45,-205.33134527272512
High RES,DAM,RES,46,-204.24512769210472
High RES,DAM,RES,47,-178.40883697406053
High RES,DAM,RES,48,-176.09410348469257
High RES,DAM,PV_C,1,0.0
High RES,DAM,PV_C,2,0.0
High RES,DAM,PV_C,3,0.0
High RES,DAM,PV_C,4,0.0
High RES,DAM,PV_C,5,0.0
High RES,DAM,PV_C,6,0.0
High RES,DAM,PV_C,7,0.0
High RES,DAM,PV_C,8,0.0
High RES,DAM,PV_C,9,0.0
High RES,DAM,PV_C,10,0.0
High RES,DAM,PV_C,11,0.0
High RES,DAM,PV_C,12,0.0
High RES,DAM,PV_C,13,7.787e-05
High RES,DAM,PV_C,14,7.787e-05
High RES,DAM,PV_C,15,5.9223918
High RES,DAM,PV_C,16,5.9223918
High RES,DAM,PV_C,17,28.72460084
High RES,DAM,PV_C,18,28.72460084
High RES,DAM,PV_C,19,53.7132024
High RES,DAM,PV_C,20,53.7132024
High RES,DAM,PV_C,21,66.80640772
High RES,DAM,PV_C,22,66.80640772
High RES,DAM,PV_C,23,71.94212180999999
High RES,DAM,PV_C,24,71.94212180999999
High RES,DAM,PV_C,25,71.07212762
High RES,DAM,PV_C,26,71.07212762
High RES,DAM,PV_C,27,64.98232442
High RES,DAM,PV_C,28,64.98232442
High RES,DAM,PV_C,29,51.356984510000004
High RES,DAM,PV_C,30,51.356984510000004
High RES,DAM,PV_C,31,29.299405850000003
High RES,DAM,PV_C,32,29.299405850000003
High RES,DAM,PV_C,33,7.818656690000001
High RES,DAM,PV_C,34,7.818656690000001
High RES,DAM,PV_C,35,0.0
High RES,DAM,PV_C,36,0.0
High RES,DAM,PV_C,37,0.0
High RES,DAM,PV_C,38,0.0
High RES,DAM,PV_C,39,0.0
High RES,DAM,PV_C,40,0.0
High RES,DAM,PV_C,41,0.0
High RES,DAM,PV_C,42,0.0
High RES,DAM,PV_C,43,0.0
High RES,DAM,PV_C,44,0.0
High RES,DAM,PV_C,45,0.0
High RES,DAM,PV_C,46,0.0
High RES,DAM,PV_C,47,0.0
High RES,DAM,PV_C,48,0.0
High RES,DAM,PV_A,1,0.0
High RES,DAM,PV_A,2,0.0
High RES,DAM,PV_A,3,0.0
High RES,DAM,PV_A,4,0.0
High RES,DAM,PV_A,5,0.0
High RES,DAM,PV_A,6,0.0
High RES,DAM,PV_A,7,0.0
High RES,DAM,PV_A,8,0.0
High RES,DAM,PV_A,9,0.0
High RES,DAM,PV_A,10,0.0
High RES,DAM,PV_A,11,0.0
High RES,DAM,PV_A,12,0.0
High RES,DAM,PV_A,13,7.787e-05
High RES,DAM,PV_A,14,7.787e-05
High RES,DAM,PV_A,15,5.9223918
High RES,DAM,PV_A,16,5.9223918
High RES,DAM,PV_A,17,28.72460084
High RES,DAM,PV_A,18,28.72460084
High RES,DAM,PV_A,19,53.7132024
High RES,DAM,PV_A,20,53.7132024
High RES,DAM,PV_A,21,66.80640772
High RES,DAM,PV_A,22,66.80640772
High RES,DAM,PV_A,23,71.94212180999999
High RES,DAM,PV_A,24,71.94212180999999
High RES,DAM,PV_A,25,71.07212762
High RES,DAM,PV_A,26,71.07212762
High RES,DAM,PV_A,27,64.98232442
High RES,DAM,PV_A,28,64.98232442
High RES,DAM,PV_A,29,51.356984510000004
High RES,DAM,PV_A,30,51.356984510000004
High RES,DAM,PV_A,31,29.299405850000003
High RES,DAM,PV_A,32,29.299405850000003
High RES,DAM,PV_A,33,7.818656690000001
High RES,DAM,PV_A,34,7.818656690000001
High RES,DAM,PV_A,35,0.0
High RES,DAM,PV_A,36,0.0
High RES,DAM,PV_A,37,0.0
High RES,DAM,PV_A,38,0.0
High RES,DAM,PV_A,39,0.0
High RES,DAM,PV_A,40,0.0
High RES,DAM,PV_A,41,0.0
High RES,DAM,PV_A,42,0.0
High RES,DAM,PV_A,43,0.0
High RES,DAM,PV_A,44,0.0
High RES,DAM,PV_A,45,0.0
High RES,DAM,PV_A,46,0.0
High RES,DAM,PV_A,47,0.0
High RES,DAM,PV_A,48,0.0
High RES,DAM,W_C,1,1.9145663771
High RES,DAM,W_C,2,1.9145663771
High RES,DAM,W_C,3,1.9988554420250002
High RES,DAM,W_C,4,1.9988554420250002
High RES,DAM,W_C,5,2.775519162
High RES,DAM,W_C,6,2.775519162
High RES,DAM,W_C,7,3.7508642827500003
High RES,DAM,W_C,8,3.7508642827500003
High RES,DAM,W_C,9,2.72434363825
High RES,DAM,W_C,10,2.72434363825
High RES,DAM,W_C,11,1.89650444555
High RES,DAM,W_C,12,1.89650444555
High RES,DAM,W_C,13,2.00186576395
High RES,DAM,W_C,14,2.00186576395
High RES,DAM,W_C,15,1.4645228666249999
High RES,DAM,W_C,16,1.4645228666249999
High RES,DAM,W_C,17,1.000932881975
High RES,DAM,W_C,18,1.000932881975
High RES,DAM,W_C,19,0.919654138975
High RES,DAM,W_C,20,0.919654138975
High RES,DAM,W_C,21,0.5057344916
High RES,DAM,W_C,22,0.5057344916
High RES,DAM,W_C,23,0.267918855425
High RES,DAM,W_C,24,0.267918855425
High RES,DAM,W_C,25,0.30103244762500003
High RES,DAM,W_C,26,0.30103244762500003
High RES,DAM,W_C,27,0.20620723045
High RES,DAM,W_C,28,0.20620723045
High RES,DAM,W_C,29,0.24534146650000002
High RES,DAM,W_C,30,0.24534146650000002
High RES,DAM,W_C,31,0.507239678075
High RES,DAM,W_C,32,0.507239678075
High RES,DAM,W_C,33,1.378728615225
High RES,DAM,W_C,34,1.378728615225
High RES,DAM,W_C,35,1.6842765712499999
High RES,DAM,W_C,36,1.6842765712499999
High RES,DAM,W_C,37,1.1514491313000002
High RES,DAM,W_C,38,1.1514491313000002
High RES,DAM,W_C,39,0.752581144575
High RES,DAM,W_C,40,0.752581144575
High RES,DAM,W_C,41,0.546373914125
High RES,DAM,W_C,42,0.546373914125
High RES,DAM,W_C,43,0.7179623659000001
High RES,DAM,W_C,44,0.7179623659000001
High RES,DAM,W_C,45,0.796230838
High RES,DAM,W_C,46,0.796230838
High RES,DAM,W_C,47,0.7751585335000001
High RES,DAM,W_C,48,0.7751585335000001
High RES,DAM,W_A,1,1.9145663771
High RES,DAM,W_A,2,1.9145663771
High RES,DAM,W_A,3,1.9988554420250002
High RES,DAM,W_A,4,1.9988554420250002
High RES,DAM,W_A,5,2.775519162
High RES,DAM,W_A,6,2.775519162
High RES,DAM,W_A,7,3.7508642827500003
High RES,DAM,W_A,8,3.7508642827500003
High RES,DAM,W_A,9,2.72434363825
High RES,DAM,W_A,10,2.72434363825
High RES,DAM,W_A,11,1.89650444555
High RES,DAM,W_A,12,1.89650444555
High RES,DAM,W_A,13,2.00186576395
High RES,DAM,W_A,14,2.00186576395
High RES,DAM,W_A,15,1.4645228666249999
High RES,DAM,W_A,16,1.4645228666249999
High RES,DAM,W_A,17,1.000932881975
High RES,DAM,W_A,18,1.000932881975
High RES,DAM,W_A,19,0.919654138975
High RES,DAM,W_A,20,0.919654138975
High RES,DAM,W_A,21,0.5057344916
High RES,DAM,W_A,22,0.5057344916
High RES,DAM,W_A,23,0.267918855425
High RES,DAM,W_A,24,0.267918855425
High RES,DAM,W_A,25,0.30103244762500003
High RES,DAM,W_A,26,0.30103244762500003
High RES,DAM,W_A,27,0.20620723045
High RES,DAM,W_A,28,0.20620723045
High RES,DAM,W_A,29,0.24534146650000002
High RES,DAM,W_A,30,0.24534146650000002
High RES,DAM,W_A,31,0.507239678075
High RES,DAM,W_A,32,0.507239678075
High RES,DAM,W_A,33,1.378728615225
High RES,DAM,W_A,34,1.378728615225
High RES,DAM,W_A,35,1.6842765712499999
High RES,DAM,W_A,36,1.6842765712499999
High RES,DAM,W_A,37,1.1514491313000002
High RES,DAM,W_A,38,1.1514491313000002
High RES,DAM,W_A,39,0.752581144575
High RES,DAM,W_A,40,0.752581144575
High RES,DAM,W_A,41,0.546373914125
High RES,DAM,W_A,42,0.546373914125
High RES,DAM,W_A,43,0.7179623659000001
High RES,DAM,W_A,44,0.7179623659000001
High RES,DAM,W_A,45,0.796230838
High RES,DAM,W_A,46,0.796230838
High RES,DAM,W_A,47,0.7751585335000001
High RES,DAM,W_A,48,0.7751585335000001
High RES,IDA1,IND,1,-71.19710865872659
High RES,IDA1,IND,2,-71.19710865872659
High RES,IDA1,IND,3,-65.2671870768009
High RES,IDA1,IND,4,-65.2671870768009
High RES,IDA1,IND,5,-64.42414018100577
High RES,IDA1,IND,6,-64.42414018100577
High RES,IDA1,IND,7,-66.61496329752148
High RES,IDA1,IND,8,-66.61496329752148
High RES,IDA1,IND,9,-69.35406587702495
High RES,IDA1,IND,10,-69.35406587702495
High RES,IDA1,IND,11,-72.56278176960724
High RES,IDA1,IND,12,-72.56278176960724
High RES,IDA1,IND,13,-78.66188167273619
High RES,IDA1,IND,14,-78.66188167273619
High RES,IDA1,IND,15,-86.97293329603056
High RES,IDA1,IND,16,-86.97293329603056
High RES,IDA1,IND,17,-92.73488195095847
High RES,IDA1,IND,18,-92.73488195095847
High RES,IDA1,IND,19,-98.72028257379802
High RES,IDA1,IND,20,-98.72028257379802
High RES,IDA1,IND,21,-89.13067252670912
High RES,IDA1,IND,22,-89.13067252670912
High RES,IDA1,IND,23,-81.43059122232123
High RES,IDA1,IND,24,-81.43059122232123
High RES,IDA1,IND,25,-77.94765017626473
High RES,IDA1,IND,26,-77.94765017626473
High RES,IDA1,IND,27,-82.43602276532211
High RES,IDA1,IND,28,-82.43602276532211
High RES,IDA1,IND,29,-86.70741306884503
High RES,IDA1,IND,30,-86.70741306884503
High RES,IDA1,IND,31,-86.76956968603625
High RES,IDA1,IND,32,-86.76956968603625
High RES,IDA1,IND,33,-84.29907192736573
High RES,IDA1,IND,34,-84.29907192736573
High RES,IDA1,IND,35,-84.13364422819963
High RES,IDA1,IND,36,-84.13364422819963
High RES,IDA1,IND,37,-81.86449250070888
High RES,IDA1,IND,38,-81.86449250070888
High RES,IDA1,IND,39,-79.88667397076921
High RES,IDA1,IND,40,-79.88667397076921
High RES,IDA1,IND,41,-78.10063580502221
High RES,IDA1,IND,42,-78.10063580502221
High RES,IDA1,IND,43,-77.04608896391595
High RES,IDA1,IND,44,-77.04608896391595
High RES,IDA1,IND,45,-76.38699727851285
High RES,IDA1,IND,46,-76.38699727851285
High RES,IDA1,IND,47,-75.5772724852481
High RES,IDA1,IND,48,-75.5772724852481
High RES,IDA1,COM,1,-57.93793699005237
High RES,IDA1,COM,2,-58.13661855030709
High RES,IDA1,COM,3,-51.86008158556274
High RES,IDA1,COM,4,-52.287118999299686
High RES,IDA1,COM,5,-47.842037101977
High RES,IDA1,COM,6,-48.68664115337578
High RES,IDA1,COM,7,-46.17489350207934
High RES,IDA1,COM,8,-47.69976840290162
High RES,IDA1,COM,9,-48.26427383463311
High RES,IDA1,COM,10,-50.79038773565742
High RES,IDA1,COM,11,-55.94519554549966
High RES,IDA1,COM,12,-59.782667472444544
High RES,IDA1,COM,13,-72.48775804678662
High RES,IDA1,COM,14,-77.85810699032626
High RES,IDA1,COM,15,-87.57986894435693
High RES,IDA1,COM,16,-93.48797855994118
High RES,IDA1,COM,17,-94.8697193797853
High RES,IDA1,COM,18,-99.95884781523345
High RES,IDA1,COM,19,-82.66649412470699
High RES,IDA1,COM,20,-85.81969994558071
High RES,IDA1,COM,21,-73.89910771215719
High RES,IDA1,COM,22,-75.64660821893963
High RES,IDA1,COM,23,-68.97819254772325
High RES,IDA1,COM,24,-69.67860130033004
High RES,IDA1,COM,25,-70.72608834988961
High RES,IDA1,COM,26,-70.4484676932067
High RES,IDA1,COM,27,-74.2731405974347
High RES,IDA1,COM,28,-72.71956135716918
High RES,IDA1,COM,29,-84.75932165344621
High RES,IDA1,COM,30,-81.12182659209812
High RES,IDA1,COM,31,-101.63398154237912
High RES,IDA1,COM,32,-94.51782037757864
High RES,IDA1,COM,33,-109.59469946171872
High RES,IDA1,COM,34,-98.82781231118724
High RES,IDA1,COM,35,-112.0219597676281
High RES,IDA1,COM,36,-98.6314235316424
High RES,IDA1,COM,37,-95.89741198205576
High RES,IDA1,COM,38,-83.90171244484223
High RES,IDA1,COM,39,-74.86410244830238
High RES,IDA1,COM,40,-66.68111942641089
High RES,IDA1,COM,41,-59.17799309045547
High RES,IDA1,COM,42,-54.89120709513585
High RES,IDA1,COM,43,-49.582422120791456
High RES,IDA1,COM,44,-48.45965244307395
High RES,IDA1,COM,45,-44.086847017243
High RES,IDA1,COM,46,-45.20166585529121
High RES,IDA1,COM,47,-41.167033868009575
High RES,IDA1,COM,48,-43.51753379569409
High RES,IDA1,RES,1,-134.18986615122105
High RES,IDA1,RES,2,-133.99118459096633
High RES,IDA1,RES,3,-118.60746333763633
High RES,IDA1,RES,4,-118.18042592389942
High RES,IDA1,RES,5,-106.24689571701724
High RES,IDA1,RES,6,-105.40229166561845
High RES,IDA1,RES,7,-96.45527780039916
High RES,IDA1,RES,8,-94.9304028995769
High RES,IDA1,RES,9,-90.16735248834195
High RES,IDA1,RES,10,-87.6412385873176
High RES,IDA1,RES,11,-87.71391528489308
High RES,IDA1,RES,12,-83.87644335794822
High RES,IDA1,RES,13,-89.85623388047722
High RES,IDA1,RES,14,-84.48588493693757
High RES,IDA1,RES,15,-82.75984135961251
High RES,IDA1,RES,16,-76.85173174402826
High RES,IDA1,RES,17,-68.04077486925623
High RES,IDA1,RES,18,-62.95164643380807
High RES,IDA1,RES,19,-46.153551301495
High RES,IDA1,RES,20,-43.00034548062127
High RES,IDA1,RES,21,-33.72133356113369
High RES,IDA1,RES,22,-31.973833054351253
High RES,IDA1,RES,23,-27.529256229955504
High RES,IDA1,RES,24,-26.828847477348724
High RES,IDA1,RES,25,-26.907577073845665
High RES,IDA1,RES,26,-27.185197730528607
High RES,IDA1,RES,27,-29.901291037243187
High RES,IDA1,RES,28,-31.45487027750871
High RES,IDA1,RES,29,-40.574411277708776
High RES,IDA1,RES,30,-44.21190633905687
High RES,IDA1,RES,31,-64.69994057158463
High RES,IDA1,RES,32,-71.81610173638514
High RES,IDA1,RES,33,-101.05561581091554
High RES,IDA1,RES,34,-111.82250296144697
High RES,IDA1,RES,35,-156.3657146041722
High RES,IDA1,RES,36,-169.75625084015797
High RES,IDA1,RES,37,-202.2403759172354
High RES,IDA1,RES,38,-214.23607545444895
High RES,IDA1,RES,39,-227.4394669809284
High RES,IDA1,RES,40,-235.62245000281987
High RES,IDA1,RES,41,-236.68304890452237
High RES,IDA1,RES,42,-240.96983489984194
High RES,IDA1,RES,43,-231.23609431529263
High RES,IDA1,RES,44,-232.3588639930101
High RES,IDA1,RES,45,-210.7379367042442
High RES,IDA1,RES,46,-209.62311786619594
High RES,IDA1,RES,47,-181.16554684674233
High RES,IDA1,RES,48,-178.81504691905778
High RES,IDA1,PV_C,1,0.0
High RES,IDA1,PV_C,2,0.0
High RES,IDA1,PV_C,3,0.0
High RES,IDA1,PV_C,4,0.0
High RES,IDA1,PV_C,5,0.0
High RES,IDA1,PV_C,6,0.0
High RES,IDA1,PV_C,7,0.0
High RES,IDA1,PV_C,8,0.0
High RES,IDA1,PV_C,9,0.0
High RES,IDA1,PV_C,10,0.0
High RES,IDA1,PV_C,11,0.0
High RES,IDA1,PV_C,12,0.0
High RES,IDA1,PV_C,13,7.787e-05
High RES,IDA1,PV_C,14,7.787e-05
High RES,IDA1,PV_C,15,4.76725327
High RES,IDA1,PV_C,16,4.76725327
High RES,IDA1,PV_C,17,26.105663869999997
High RES,IDA1,PV_C,18,26.105663869999997
High RES,IDA1,PV_C,19,50.5793392
High RES,IDA1,PV_C,20,50.5793392
High RES,IDA1,PV_C,21,62.481432000000005
High RES,IDA1,PV_C,22,62.481432000000005
High RES,IDA1,PV_C,23,65.84717945
High RES,IDA1,PV_C,24,65.84717945
High RES,IDA1,PV_C,25,63.49734651000001
High RES,IDA1,PV_C,26,63.49734651000001
High RES,IDA1,PV_C,27,53.56338871
High RES,IDA1,PV_C,28,53.56338871
High RES,IDA1,PV_C,29,37.21087851
High RES,IDA1,PV_C,30,37.21087851
High RES,IDA1,PV_C,31,18.37686435
High RES,IDA1,PV_C,32,18.37686435
High RES,IDA1,PV_C,33,4.200156870000001
High RES,IDA1,PV_C,34,4.200156870000001
High RES,IDA1,PV_C,35,0.0
High RES,IDA1,PV_C,36,0.0
High RES,IDA1,PV_C,37,0.0
High RES,IDA1,PV_C,38,0.0
High RES,IDA1,PV_C,39,0.0
High RES,IDA1,PV_C,40,0.0
High RES,IDA1,PV_C,41,0.0
High RES,IDA1,PV_C,42,0.0
High RES,IDA1,PV_C,43,0.0
High RES,IDA1,PV_C,44,0.0
High RES,IDA1,PV_C,45,0.0
High RES,IDA1,PV_C,46,0.0
High RES,IDA1,PV_C,47,0.0
High RES,IDA1,PV_C,48,0.0
High RES,IDA1,PV_A,1,0.0
High RES,IDA1,PV_A,2,0.0
High RES,IDA1,PV_A,3,0.0
High RES,IDA1,PV_A,4,0.0
High RES,IDA1,PV_A,5,0.0
High RES,IDA1,PV_A,6,0.0
High RES,IDA1,PV_A,7,0.0
High RES,IDA1,PV_A,8,0.0
High RES,IDA1,PV_A,9,0.0
High RES,IDA1,PV_A,10,0.0
High RES,IDA1,PV_A,11,0.0
High RES,IDA1,PV_A,12,0.0
High RES,IDA1,PV_A,13,7.787e-05
High RES,IDA1,PV_A,14,7.787e-05
High RES,IDA1,PV_A,15,4.76725327
High RES,IDA1,PV_A,16,4.76725327
High RES,IDA1,PV_A,17,26.105663869999997
High RES,IDA1,PV_A,18,26.105663869999997
High RES,IDA1,PV_A,19,50.5793392
High RES,IDA1,PV_A,20,50.5793392
High RES,IDA1,PV_A,21,62.481432000000005
High RES,IDA1,PV_A,22,62.481432000000005
High RES,IDA1,PV_A,23,65.84717945
High RES,IDA1,PV_A,24,65.84717945
High RES,IDA1,PV_A,25,63.49734651000001
High RES,IDA1,PV_A,26,63.49734651000001
High RES,IDA1,PV_A,27,53.56338871
High RES,IDA1,PV_A,28,53.56338871
High RES,IDA1,PV_A,29,37.21087851
High RES,IDA1,PV_A,30,37.21087851
High RES,IDA1,PV_A,31,18.37686435
High RES,IDA1,PV_A,32,18.37686435
High RES,IDA1,PV_A,33,4.200156870000001
High RES,IDA1,PV_A,34,4.200156870000001
High RES,IDA1,PV_A,35,0.0
High RES,IDA1,PV_A,36,0.0
High RES,IDA1,PV_A,37,0.0
High RES,IDA1,PV_A,38,0.0
High RES,IDA1,PV_A,39,0.0
High RES,IDA1,PV_A,40,0.0
High RES,IDA1,PV_A,41,0.0
High RES,IDA1,PV_A,42,0.0
High RES,IDA1,PV_A,43,0.0
High RES,IDA1,PV_A,44,0.0
High RES,IDA1,PV_A,45,0.0
High RES,IDA1,PV_A,46,0.0
High RES,IDA1,PV_A,47,0.0
High RES,IDA1,PV_A,48,0.0
High RES,IDA1,W_C,1,11.892286893500001
High RES,IDA1,W_C,2,11.892286893500001
High RES,IDA1,W_C,3,14.240339984
High RES,IDA1,W_C,4,14.240339984
High RES,IDA1,W_C,5,14.560939548999999
High RES,IDA1,W_C,6,14.560939548999999
High RES,IDA1,W_C,7,13.045241160250002
High RES,IDA1,W_C,8,13.045241160250002
High RES,IDA1,W_C,9,12.53499116025
High RES,IDA1,W_C,10,12.53499116025
High RES,IDA1,W_C,11,11.762842897
High RES,IDA1,W_C,12,11.762842897
High RES,IDA1,W_C,13,10.5391460395
High RES,IDA1,W_C,14,10.5391460395
High RES,IDA1,W_C,15,8.65769320325
High RES,IDA1,W_C,16,8.65769320325
High RES,IDA1,W_C,17,7.16758257475
High RES,IDA1,W_C,18,7.16758257475
High RES,IDA1,W_C,19,5.69703906525
High RES,IDA1,W_C,20,5.69703906525
High RES,IDA1,W_C,21,3.625935846
High RES,IDA1,W_C,22,3.625935846
High RES,IDA1,W_C,23,1.8949992590750002
High RES,IDA1,W_C,24,1.8949992590750002
High RES,IDA1,W_C,25,1.3049756515250002
High RES,IDA1,W_C,26,1.3049756515250002
High RES,IDA1,W_C,27,1.1800472151
High RES,IDA1,W_C,28,1.1800472151
High RES,IDA1,W_C,29,1.195098824725
High RES,IDA1,W_C,30,1.195098824725
High RES,IDA1,W_C,31,1.28390339805
High RES,IDA1,W_C,32,1.28390339805
High RES,IDA1,W_C,33,1.58192552375
High RES,IDA1,W_C,34,1.58192552375
High RES,IDA1,W_C,35,1.723410756275
High RES,IDA1,W_C,36,1.723410756275
High RES,IDA1,W_C,37,1.5789152018250001
High RES,IDA1,W_C,38,1.5789152018250001
High RES,IDA1,W_C,39,1.0159844916
High RES,IDA1,W_C,40,1.0159844916
High RES,IDA1,W_C,41,0.6983952989000001
High RES,IDA1,W_C,42,0.6983952989000001
High RES,IDA1,W_C,43,1.1574697751500003
High RES,IDA1,W_C,44,1.1574697751500003
High RES,IDA1,W_C,45,1.407326699025
High RES,IDA1,W_C,46,1.407326699025
High RES,IDA1,W_C,47,1.631595861025
High RES,IDA1,W_C,48,1.631595861025
High RES,IDA1,W_A,1,11.892286893500001
High RES,IDA1,W_A,2,11.892286893500001
High RES,IDA1,W_A,3,14.240339984
High RES,IDA1,W_A,4,14.240339984
High RES,IDA1,W_A,5,14.560939548999999
High RES,IDA1,W_A,6,14.560939548999999
High RES,IDA1,W_A,7,13.045241160250002
High RES,IDA1,W_A,8,13.045241160250002
High RES,IDA1,W_A,9,12.53499116025
High RES,IDA1,W_A,10,12.53499116025
High RES,IDA1,W_A,11,11.762842897
High RES,IDA1,W_A,12,11.762842897
High RES,IDA1,W_A,13,10.5391460395
High RES,IDA1,W_A,14,10.5391460395
High RES,IDA1,W_A,15,8.65769320325
High RES,IDA1,W_A,16,8.65769320325
High RES,IDA1,W_A,17,7.16758257475
High RES,IDA1,W_A,18,7.16758257475
High RES,IDA1,W_A,19,5.69703906525
