scenario,participant,stage,buy_mwh,sell_mwh,purchase_eur,sales_eur,net_cash_eur,buy_vwap,sell_vwap,final_target_mwh,final_gap_mwh
Double revision,W_C,IDA1,0,221.779865954,0,31776.1841266528,31776.1841266528,,143.27803829245522,202.1201328135,115.34634825950002
Double revision,W_C,IDA2,10.3246614,9.6605536,1653.7794905254,1357.8197901408,-295.95970038459996,160.1776006451311,140.553,202.1201328135,115.34634825950002
Double revision,W_C,IDA3,13.6917328,6.5062751,2131.5924101469,914.4764841303,-1217.1159260166,155.68463402578962,140.553,202.1201328135,115.34634825950002
Double revision,W_A,ALL,28.517715980000002,275.553036812,4604.734432760951,39568.02965432323,34963.29522156228,161.4692577761254,143.5949685479935,202.1201328135,119.82924503349999
Double revision,W_A,FM,0,0,0,0,0,,,202.1201328135,119.82924503349999
Double revision,W_A,DAM,0,46.59056065,0,6782.3081192283,6782.3081192283,,145.57258003780427,202.1201328135,119.82924503349999
Double revision,W_A,IDA1,0,223.122817262,0,31964.939957723236,31964.939957723236,,143.2616365729583,202.1201328135,119.82924503349999
Double revision,W_A,IDA2,12.18173897,0,1929.0868602105502,0,-1929.0868602105502,158.35890630732752,,202.1201328135,119.82924503349999
Double revision,W_A,IDA3,16.33597701,5.8396589,2675.6475725504,820.7815773717,-1854.8659951787001,163.78864704036457,140.553,202.1201328135,119.82924503349999
Reverse revision,DKL_ICE_H,ALL,227.0473864,2518.084636,28449.037515919998,362840.5548908,334391.51737488,125.3,144.0938678960273,,
Reverse revision,DKL_ICE_H,FM,0,0,0,0,0,,,,
Reverse revision,DKL_ICE_H,DAM,0,2518.084636,0,362840.5548908,362840.5548908,,144.0938678960273,,
Reverse revision,DKL_ICE_H,IDA1,227.0473864,0,28449.037515919998,0,-28449.037515919998,125.3,,,
Reverse revision,DKL_ICE_H,IDA2,0,0,0,0,0,,,,
Reverse revision,DKL_ICE_H,IDA3,0,0,0,0,0,,,,
Reverse revision,VAS_ST_H,ALL,438.754871,6298.500731,56013.2284419,939646.59520544,883633.36676354,127.66406060458301,149.18575631509916,,
Reverse revision,VAS_ST_H,FM,0,0,0,0,0,,,,
Reverse revision,VAS_ST_H,DAM,0,6298.500731,0,939646.59520544,939646.59520544,,149.18575631509916,,
Reverse revision,VAS_ST_H,IDA1,438.754871,0,56013.2284419,0,-56013.2284419,127.66406060458301,,,
Reverse revision,VAS_ST_H,IDA2,0,0,0,0,0,,,,
Reverse revision,VAS_ST_H,IDA3,0,0,0,0,0,,,,
Reverse revision,VAS_CCGT_D,ALL,418.8976738,1608.93707144,64799.839267954,251267.7024467848,186467.8631788308,154.69133232497313,156.17,,
Reverse revision,VAS_CCGT_D,FM,0,0,0,0,0,,,,
Reverse revision,VAS_CCGT_D,DAM,0,1608.93707144,0,251267.7024467848,251267.7024467848,,156.17,,
Reverse revision,VAS_CCGT_D,IDA1,418.8976738,0,64799.839267954,0,-64799.839267954,154.69133232497313,,,
Reverse revision,VAS_CCGT_D,IDA2,0,0,0,0,0,,,,
Reverse revision,VAS_CCGT_D,IDA3,0,0,0,0,0,,,,
Reverse revision,DKL_ST_H,ALL,0,0,0,0,0,,,,
Reverse revision,DKL_ST_H,FM,0,0,0,0,0,,,,
Reverse revision,DKL_ST_H,DAM,0,0,0,0,0,,,,
Reverse revision,DKL_ST_H,IDA1,0,0,0,0,0,,,,
Reverse revision,DKL_ST_H,IDA2,0,0,0,0,0,,,,
Reverse revision,DKL_ST_H,IDA3,0,0,0,0,0,,,,
Reverse revision,VAS_GT_D,ALL,0,0,0,0,0,,,,
Reverse revision,VAS_GT_D,FM,0,0,0,0,0,,,,
Reverse revision,VAS_GT_D,DAM,0,0,0,0,0,,,,
Reverse revision,VAS_GT_D,IDA1,0,0,0,0,0,,,,
Reverse revision,VAS_GT_D,IDA2,0,0,0,0,0,,,,
Reverse revision,VAS_GT_D,IDA3,0,0,0,0,0,,,,
Reverse revision,IND,ALL,3581.385887069,314.2858328,514873.4388484072,42852.2803530972,-472021.15849531,143.76374260797087,136.34811334422074,3450.5349131405483,183.43485889157893
Reverse revision,IND,FM,27.954336260999998,0,2795.4336261,0,-2795.4336261,100.0,,3450.5349131405483,183.43485889157893
Reverse revision,IND,DAM,3544.55362,0,510656.07296362,0,-510656.07296362,144.06780873119362,,3450.5349131405483,183.43485889157893
Reverse revision,IND,IDA1,0,314.2858328,0,42852.2803530972,42852.2803530972,,136.34811334422074,3450.5349131405483,183.43485889157893
Reverse revision,IND,IDA2,4.4453334479999995,0,665.687514147376,0,-665.687514147376,149.74973687224195,,3450.5349131405483,183.43485889157893
Reverse revision,IND,IDA3,4.43259736,0,756.24474453979,0,-756.24474453979,170.6098440982219,,3450.5349131405483,183.43485889157893
Reverse revision,COM,ALL,3139.31495899,303.45999353,433380.4784074701,41669.842043260796,-391710.6363642093,138.04937830987814,137.31576791568514,3004.5276140122546,168.67264863605362
Reverse revision,COM,FM,416.89689372,0,35436.235966199994,0,-35436.235966199994,84.99999999999999,,3004.5276140122546,168.67264863605362
Reverse revision,COM,DAM,2714.469318,0,396684.052274,0,-396684.052274,146.13687089536668,,3004.5276140122546,168.67264863605362
Reverse revision,COM,IDA1,0,297.14337663,0,40700.972091602096,40700.972091602096,,136.97418583986325,3004.5276140122546,168.67264863605362
Reverse revision,COM,IDA2,4.0209024840000005,3.7216724,585.437495017508,523.0922208372,-62.345274180308024,145.59853101314553,140.553,3004.5276140122546,168.67264863605362
Reverse revision,COM,IDA3,3.927844786,2.5949445,674.752672252582,445.77773082150003,-228.97494143108196,171.787,171.787,3004.5276140122546,168.67264863605362
Reverse revision,RES,ALL,5205.7804310035,314.1300484,779817.8739885822,45929.6666473124,-733888.2073412698,149.79845660495124,146.21226743908144,5102.510893647197,210.86051110761395
Reverse revision,RES,FM,74.1418716635,0,6742.6542903675,0,-6742.6542903675,90.94259612125364,,5102.510893647197,210.86051110761395
Reverse revision,RES,DAM,5130.34382,0,772876.2979003399,0,-772876.2979003399,150.64805108916462,,5102.510893647197,210.86051110761395
Reverse revision,RES,IDA1,0,308.58718849999997,0,45082.776653672496,45082.776653672496,,146.09412941870235,5102.510893647197,210.86051110761395
Reverse revision,RES,IDA2,0.6003026499999999,3.3713671,84.84446035218998,473.8557600063,389.01129965411,141.33614161488376,140.553,5102.510893647197,210.86051110761395
Reverse revision,RES,IDA3,0.6944366900000001,2.1714928,114.07733752250002,373.03423363359997,258.9568961110999,164.27320037266463,171.787,5102.510893647197,210.86051110761395
Reverse revision,PV_C,ALL,0.156305311,793.9530050799999,26.851220460757,81574.8531913085,81548.00197084775,171.78699999999998,102.74519104954946,744.8348646,48.96183516899995
Reverse revision,PV_C,FM,0,486.37970934,0,41689.689372,41689.689372,,85.71428571428572,744.8348646,48.96183516899995
Reverse revision,PV_C,DAM,0,208.44844494,0,27148.7470051018,27148.7470051018,,130.2420222559891,744.8348646,48.96183516899995
Reverse revision,PV_C,IDA1,0,98.2362827,0,12583.772366012,12583.772366012,,128.09699247722043,744.8348646,48.96183516899995
Reverse revision,PV_C,IDA2,0.078152654,0,13.425609972698,0,-13.425609972698,171.787,,744.8348646,48.96183516899995
Reverse revision,PV_C,IDA3,0.078152657,0.8885681,13.425610488059,152.6444481947,139.218837706641,171.787,171.787,744.8348646,48.96183516899995
Reverse revision,PV_A,ALL,0.078152657,793.9530055,13.425610488059,103232.24079539471,103218.81518490665,171.787,130.0231123004354,744.8348646,49.039988243
Reverse revision,PV_A,FM,0,0,0,0,0,,,744.8348646,49.039988243
Reverse revision,PV_A,DAM,0,694.8281544,0,90495.82394112801,90495.82394112801,,130.24202224400827,744.8348646,49.039988243
Reverse revision,PV_A,IDA1,0,98.236283,0,12583.772406072,12583.772406072,,128.09699249382226,744.8348646,49.039988243
Reverse revision,PV_A,IDA2,0,0,0,0,0,,,744.8348646,49.039988243
Reverse revision,PV_A,IDA3,0.078152657,0.8885681,13.425610488059,152.6444481947,139.218837706641,171.787,171.787,744.8348646,49.039988243
Reverse revision,W_C,ALL,15.894513142,48.9501916487,2270.73388439034,5719.463045856635,3448.7291614662954,142.8627516995223,116.84250568217195,9.8854425925,23.170236137699998
Reverse revision,W_C,FM,0,32.613392304499996,0,3284.6345106675,3284.6345106675,,100.71428571428572,9.8854425925,23.170236137699998
Reverse revision,W_C,DAM,0,13.97716814,0,2034.69242765576,2034.69242765576,,145.57258003020345,9.8854425925,23.170236137699998
Reverse revision,W_C,IDA1,15.894513142,0,2270.73388439034,0,-2270.73388439034,142.8627516995223,,9.8854425925,23.170236137699998
Reverse revision,W_C,IDA2,0,1.0258258846,0,176.2235512377802,176.2235512377802,,171.78700000000003,9.8854425925,23.170236137699998
Reverse revision,W_C,IDA3,0,1.3338053196,0,223.9125562955952,223.9125562955952,,167.87499120392263,9.8854425925,23.170236137699998
Reverse revision,W_A,ALL,15.894513244,48.9501918298,2270.73390093708,7182.44422274121,4911.71032180413,142.8627518237626,146.72964403724086,9.8854425925,23.1702360088
Reverse revision,W_A,FM,0,0,0,0,0,,,9.8854425925,23.1702360088
Reverse revision,W_A,DAM,0,46.59056065,0,6782.3081192283,6782.3081192283,,145.57258003780427,9.8854425925,23.1702360088
Reverse revision,W_A,IDA1,15.894513244,0,2270.73390093708,0,-2270.73390093708,142.8627518237626,,9.8854425925,23.1702360088
Reverse revision,W_A,IDA2,0,1.0258259062,0,176.22355494837942,176.22355494837942,,171.78700000000003,9.8854425925,23.1702360088
Reverse revision,W_A,IDA3,0,1.3338052736000001,0,223.91254856453122,223.91254856453122,,167.87499119731416,9.8854425925,23.1702360088
