scenario,participant,stage,buy_mwh,sell_mwh,purchase_eur,sales_eur,net_cash_eur,buy_vwap,sell_vwap,final_target_mwh,final_gap_mwh
Baseline,DKL_ICE_H,ALL,0,2518.084636,0,362840.5548908,362840.5548908,,144.0938678960273,,
Baseline,DKL_ICE_H,FM,0,0,0,0,0,,,,
Baseline,DKL_ICE_H,DAM,0,2518.084636,0,362840.5548908,362840.5548908,,144.0938678960273,,
Baseline,DKL_ICE_H,IDA1,0,0,0,0,0,,,,
Baseline,DKL_ICE_H,IDA2,0,0,0,0,0,,,,
Baseline,DKL_ICE_H,IDA3,0,0,0,0,0,,,,
Baseline,VAS_ST_H,ALL,179.73129699999998,6298.500731,23408.204121280003,939646.59520544,916238.39108416,130.24000000000004,149.18575631509916,,
Baseline,VAS_ST_H,FM,0,0,0,0,0,,,,
Baseline,VAS_ST_H,DAM,0,6298.500731,0,939646.59520544,939646.59520544,,149.18575631509916,,
Baseline,VAS_ST_H,IDA1,179.73129699999998,0,23408.204121280003,0,-23408.204121280003,130.24000000000004,,,
Baseline,VAS_ST_H,IDA2,0,0,0,0,0,,,,
Baseline,VAS_ST_H,IDA3,0,0,0,0,0,,,,
Baseline,VAS_CCGT_D,ALL,87.80414032,1608.93707144,12346.136629921919,251267.7024467848,238921.5658168629,140.6099596776044,156.17,,
Baseline,VAS_CCGT_D,FM,0,0,0,0,0,,,,
Baseline,VAS_CCGT_D,DAM,0,1608.93707144,0,251267.7024467848,251267.7024467848,,156.17,,
Baseline,VAS_CCGT_D,IDA1,87.80414032,0,12346.136629921919,0,-12346.136629921919,140.6099596776044,,,
Baseline,VAS_CCGT_D,IDA2,0,0,0,0,0,,,,
Baseline,VAS_CCGT_D,IDA3,0,0,0,0,0,,,,
Baseline,DKL_ST_H,ALL,0,0,0,0,0,,,,
Baseline,DKL_ST_H,FM,0,0,0,0,0,,,,
Baseline,DKL_ST_H,DAM,0,0,0,0,0,,,,
Baseline,DKL_ST_H,IDA1,0,0,0,0,0,,,,
Baseline,DKL_ST_H,IDA2,0,0,0,0,0,,,,
Baseline,DKL_ST_H,IDA3,0,0,0,0,0,,,,
Baseline,VAS_GT_D,ALL,0,0,0,0,0,,,,
Baseline,VAS_GT_D,FM,0,0,0,0,0,,,,
Baseline,VAS_GT_D,DAM,0,0,0,0,0,,,,
Baseline,VAS_GT_D,IDA1,0,0,0,0,0,,,,
Baseline,VAS_GT_D,IDA2,0,0,0,0,0,,,,
Baseline,VAS_GT_D,IDA3,0,0,0,0,0,,,,
Baseline,IND,ALL,3608.109064531,50.17254476,518804.0650138305,6915.8538417831205,-511888.21117204736,143.78835443580672,137.84140060794317,3694.481001659451,165.71075981923866
Baseline,IND,FM,27.954336260999998,0,2795.4336261,0,-2795.4336261,100.0,,3694.481001659451,165.71075981923866
Baseline,IND,DAM,3544.55362,0,510656.07296362,0,-510656.07296362,144.06780873119362,,3694.481001659451,165.71075981923866
Baseline,IND,IDA1,26.18680372,44.7878888,3947.0099331612405,5990.8399483826,2043.8300152213592,150.7251505515634,133.76026664562497,3694.481001659451,165.71075981923866
Baseline,IND,IDA2,4.0706405,2.69232786,638.1366519773,462.50692608582,-175.62972589147995,156.76566181103442,171.787,3694.481001659451,165.71075981923866
Baseline,IND,IDA3,5.34366405,2.6923281,767.41183897195,462.5069673147,-304.90487165725006,143.6115429022807,171.78699999999998,3694.481001659451,165.71075981923866
Baseline,COM,ALL,3167.54608956,36.258683403,437883.19504322455,5165.608361301021,-432717.58668192354,138.24051258052899,142.46541452946482,3258.2048108589797,155.45294302179158
Baseline,COM,FM,416.89689372,0,35436.235966199994,0,-35436.235966199994,84.99999999999999,,3258.2048108589797,155.45294302179158
Baseline,COM,DAM,2714.469318,0,396684.052274,0,-396684.052274,146.13687089536668,,3258.2048108589797,155.45294302179158
Baseline,COM,IDA1,34.49586252,26.494686,5497.69945826034,3504.9780643572003,-1992.7213939031399,159.37272057113765,132.28985104247698,3258.2048108589797,155.45294302179158
Baseline,COM,IDA2,1.68401532,3.137959173,265.20734476423,539.060592452151,273.853247687921,157.48511406905135,171.787,3258.2048108589797,155.45294302179158
Baseline,COM,IDA3,0,6.62603823,0,1121.56970449167,1121.56970449167,,169.26701379621682,3258.2048108589797,155.45294302179158
Baseline,RES,ALL,5264.5187064235,89.73306813,788795.6456155309,12558.84598924181,-776236.799626289,149.83243285907264,139.9578355110659,5306.460482681569,171.89543496121152
Baseline,RES,FM,74.1418716635,0,6742.6542903675,0,-6742.6542903675,90.94259612125364,,5306.460482681569,171.89543496121152
Baseline,RES,DAM,5130.34382,0,772876.2979003399,0,-772876.2979003399,150.64805108916462,,5306.460482681569,171.89543496121152
Baseline,RES,IDA1,46.81070073,66.1427341,7175.09753007461,8885.4807620733,1710.3832319986905,153.27900283868726,134.33797200822548,5306.460482681569,171.89543496121152
Baseline,RES,IDA2,5.386392310000001,6.41885983,795.79818963757,1073.84978386961,278.0515942320401,147.74233732662705,167.29603267713202,5306.460482681569,171.89543496121152
Baseline,RES,IDA3,7.83592172,17.1714742,1205.7977051113,2599.5154432989,1393.7177381876002,153.8807747445568,151.38568844012823,5306.460482681569,171.89543496121152
Baseline,PV_C,ALL,7.9750443,695.1461385,1124.2485546182002,68882.2641421444,67758.0155875262,140.9708225217257,99.09033558149356,644.8214478,42.3496464
Baseline,PV_C,FM,0,486.37970934,0,41689.689372,41689.689372,,85.71428571428572,644.8214478,42.3496464
Baseline,PV_C,DAM,0,208.44844494,0,27148.7470051018,27148.7470051018,,130.2420222559891,644.8214478,42.3496464
Baseline,PV_C,IDA1,7.9750443,0,1124.2485546182002,0,-1124.2485546182002,140.9708225217257,,644.8214478,42.3496464
Baseline,PV_C,IDA2,0,0,0,0,0,,,644.8214478,42.3496464
Baseline,PV_C,IDA3,0,0.31798422,0,43.8277650426,43.8277650426,,137.83,644.8214478,42.3496464
Baseline,PV_A,ALL,3.9361764900000002,694.8281544,570.1271071159401,90495.82394112801,89925.69683401207,144.84287189976587,130.24202224400827,644.8214478,46.07053011000002
Baseline,PV_A,FM,0,0,0,0,0,,,644.8214478,46.07053011000002
Baseline,PV_A,DAM,0,694.8281544,0,90495.82394112801,90495.82394112801,,130.24202224400827,644.8214478,46.07053011000002
Baseline,PV_A,IDA1,1.4982154,0,214.64033106560004,0,-214.64033106560004,143.264,,644.8214478,46.07053011000002
Baseline,PV_A,IDA2,0,0,0,0,0,,,644.8214478,46.07053011000002
Baseline,PV_A,IDA3,2.43796109,0,355.48677605034004,0,-355.48677605034004,145.81314587360376,,644.8214478,46.07053011000002
Baseline,W_C,ALL,16.513785853,178.4579482005,2655.5544031357113,24173.108033592292,21517.553630456583,160.80833473163187,135.4554856051212,124.35534662425,55.72023171125
Baseline,W_C,FM,0,32.613392304499996,0,3284.6345106675,3284.6345106675,,100.71428571428572,124.35534662425,55.72023171125
Baseline,W_C,DAM,0,13.97716814,0,2034.69242765576,2034.69242765576,,145.57258003020345,124.35534662425,55.72023171125
Baseline,W_C,IDA1,0,127.168699736,0,18176.121562497694,18176.121562497694,,142.92920821106927,124.35534662425,55.72023171125
Baseline,W_C,IDA2,6.748838333,4.6986880200000005,1085.8337411932712,677.65953277134,-408.1742084219312,160.89194726799676,144.2231384350008,124.35534662425,55.72023171125
Baseline,W_C,IDA3,9.76494752,0,1569.7206619424398,0,-1569.7206619424398,160.75054768368483,,124.35534662425,55.72023171125
Baseline,W_A,ALL,9.50336277,175.518699444,1564.9036616334001,25205.72411651342,23640.820454880017,164.66841259321936,143.60705837246368,124.35534662425,57.898387899
Baseline,W_A,FM,0,0,0,0,0,,,124.35534662425,57.898387899
Baseline,W_A,DAM,0,46.59056065,0,6782.3081192283,6782.3081192283,,145.57258003780427,124.35534662425,57.898387899
Baseline,W_A,IDA1,0,119.908054494,0,17155.61608866722,17155.61608866722,,143.07309180406773,124.35534662425,57.898387899
Baseline,W_A,IDA2,3.36976943,4.311821,574.14028633742,606.039377013,31.899090675580055,170.37969459454087,140.553,124.35534662425,57.898387899
Baseline,W_A,IDA3,6.13359334,4.7082633,990.76337529598,661.7605316048999,-329.0028436910801,161.53065917082466,140.553,124.35534662425,57.898387899
Low RES,DKL_ICE_H,ALL,0,2454.13195,0,354308.583335,354308.583335,,144.37226300525526,,
Low RES,DKL_ICE_H,FM,0,0,0,0,0,,,,
Low RES,DKL_ICE_H,DAM,0,2454.13195,0,354308.583335,354308.583335,,144.37226300525526,,
Low RES,DKL_ICE_H,IDA1,0,0,0,0,0,,,,
Low RES,DKL_ICE_H,IDA2,0,0,0,0,0,,,,
Low RES,DKL_ICE_H,IDA3,0,0,0,0,0,,,,
Low RES,VAS_ST_H,ALL,152.98850099999999,7012.043826,19925.22237024,1037490.10789824,1017564.885528,130.24,147.95830340525313,,
Low RES,VAS_ST_H,FM,0,0,0,0,0,,,,
Low RES,VAS_ST_H,DAM,0,7012.043826,0,1037490.10789824,1037490.10789824,,147.95830340525313,,
Low RES,VAS_ST_H,IDA1,152.98850099999999,0,19925.22237024,0,-19925.22237024,130.24,,,
Low RES,VAS_ST_H,IDA2,0,0,0,0,0,,,,
Low RES,VAS_ST_H,IDA3,0,0,0,0,0,,,,
Low RES,VAS_CCGT_D,ALL,87.62262720000001,1404.1978966,13024.3856422876,219293.585512022,206269.19986973438,148.6418070136066,156.17000000000002,,
Low RES,VAS_CCGT_D,FM,0,0,0,0,0,,,,
Low RES,VAS_CCGT_D,DAM,0,1404.1978966,0,219293.585512022,219293.585512022,,156.17000000000002,,
Low RES,VAS_CCGT_D,IDA1,87.62262720000001,0,13024.3856422876,0,-13024.3856422876,148.6418070136066,,,
Low RES,VAS_CCGT_D,IDA2,0,0,0,0,0,,,,
Low RES,VAS_CCGT_D,IDA3,0,0,0,0,0,,,,
Low RES,DKL_ST_H,ALL,0,0,0,0,0,,,,
Low RES,DKL_ST_H,FM,0,0,0,0,0,,,,
Low RES,DKL_ST_H,DAM,0,0,0,0,0,,,,
Low RES,DKL_ST_H,IDA1,0,0,0,0,0,,,,
Low RES,DKL_ST_H,IDA2,0,0,0,0,0,,,,
Low RES,DKL_ST_H,IDA3,0,0,0,0,0,,,,
Low RES,VAS_GT_D,ALL,0,0,0,0,0,,,,
Low RES,VAS_GT_D,FM,0,0,0,0,0,,,,
Low RES,VAS_GT_D,DAM,0,0,0,0,0,,,,
Low RES,VAS_GT_D,IDA1,0,0,0,0,0,,,,
Low RES,VAS_GT_D,IDA2,0,0,0,0,0,,,,
Low RES,VAS_GT_D,IDA3,0,0,0,0,0,,,,
Low RES,IND,ALL,3612.7784011520002,51.52310729,519033.7494432102,7238.37326834063,-511795.37617486954,143.66609069565595,140.48790240074493,3694.481001659451,153.2319246519128
Low RES,IND,FM,27.954336260999998,0,2795.4336261,0,-2795.4336261,100.0,,3694.481001659451,153.2319246519128
Low RES,IND,DAM,3544.55362,0,509921.8230389,0,-509921.8230389,143.86065996059045,,3694.481001659451,153.2319246519128
Low RES,IND,IDA1,39.059719411,35.960153399999996,6146.483904898558,4850.96545996,-1295.5184449385579,157.3611894192866,134.89835279623696,3694.481001659451,153.2319246519128
Low RES,IND,IDA2,0.33006846,2.2369161099999997,45.493335841800004,384.27310778857,338.77977194677,137.83,171.787,3694.481001659451,153.2319246519128
Low RES,IND,IDA3,0.8806570200000001,13.32603778,124.51553746984001,2003.1347005920597,1878.6191631222198,141.38936571452072,150.3173511633298,3694.481001659451,153.2319246519128
Low RES,COM,ALL,3153.963016141,30.987786765,435260.56296974095,4298.092463252655,-430962.4705064883,138.00433319674738,138.70278945210933,3258.2048108589797,160.92933952065152
Low RES,COM,FM,416.89689372,0,35436.235966199994,0,-35436.235966199994,84.99999999999999,,3258.2048108589797,160.92933952065152
Low RES,COM,DAM,2714.469318,0,396280.95636572,0,-396280.95636572,145.9883719215131,,3258.2048108589797,160.92933952065152
Low RES,COM,IDA1,18.333006631,28.4471706,2821.328563702957,3861.6476341158004,1040.3190704128433,153.89339132907213,135.74803935389625,3258.2048108589797,160.92933952065152
Low RES,COM,IDA2,2.1956977,0.97556469,377.19232078990007,167.58933140103,-209.60298938887007,171.787,171.787,3258.2048108589797,160.92933952065152
Low RES,COM,IDA3,2.0681000899999997,1.565051475,344.84975332808,268.855497735825,-75.994255592255,166.747129404206,171.787,3258.2048108589797,160.92933952065152
Low RES,RES,ALL,5245.9806085835,93.28012892400001,785699.776798427,13030.237645063857,-772669.5391533631,149.77176536124838,139.68931856516025,5306.460482681569,182.7177053970393
Low RES,RES,FM,74.1418716635,0,6742.6542903675,0,-6742.6542903675,90.94259612125364,,5306.460482681569,182.7177053970393
Low RES,RES,DAM,5130.34382,0,772641.8370035399,0,-772641.8370035399,150.60235027358067,,5306.460482681569,182.7177053970393
Low RES,RES,IDA1,22.84444442,87.2123475,3630.3687282918,12036.8917021878,8406.522973896,158.91691921005798,138.01820553205266,5306.460482681569,182.7177053970393
Low RES,RES,IDA2,10.342347700000001,1.488811354,1517.1849112133,243.93125831861602,-1273.253652894684,146.69637448113448,163.84295946107892,5306.460482681569,182.7177053970393
Low RES,RES,IDA3,8.3081248,4.5789700700000004,1167.7318650144,749.4146845574401,-418.31718045695993,140.553,163.66446451951586,5306.460482681569,182.7177053970393
Low RES,PV_C,ALL,1.8636407099999999,486.69070817,290.97547728997,41743.11492800921,41452.13945071924,156.13281880388308,85.76928679194843,451.37501345999993,33.452054010000005
Low RES,PV_C,FM,0,486.37970934,0,41689.689372,41689.689372,,85.71428571428572,451.37501345999993,33.452054010000005
Low RES,PV_C,DAM,0,0,0,0,0,,,451.37501345999993,33.452054010000005
Low RES,PV_C,IDA1,1.8636407099999999,0,290.97547728997,0,-290.97547728997,156.13281880388308,,451.37501345999993,33.452054010000005
Low RES,PV_C,IDA2,0,0.15549942,0,26.712778863540002,26.712778863540002,,171.787,451.37501345999993,33.452054010000005
Low RES,PV_C,IDA3,0,0.15549941,0,26.712777145670003,26.712777145670003,,171.787,451.37501345999993,33.452054010000005
Low RES,PV_A,ALL,0.15549942,486.37971006000004,26.712778863540002,63005.999426930204,62979.28664806666,171.787,129.54076439405284,451.37501345999993,34.84919718000005
Low RES,PV_A,FM,0,0,0,0,0,,,451.37501345999993,34.84919718000005
Low RES,PV_A,DAM,0,486.37971006000004,0,63005.999426930204,63005.999426930204,,129.54076439405284,451.37501345999993,34.84919718000005
Low RES,PV_A,IDA1,0,0,0,0,0,,,451.37501345999993,34.84919718000005
Low RES,PV_A,IDA2,0.15549942,0,26.712778863540002,0,-26.712778863540002,171.787,,451.37501345999993,34.84919718000005
Low RES,PV_A,IDA3,0,0,0,0,0,,,451.37501345999993,34.84919718000005
Low RES,W_C,ALL,5.586213309,122.7234241485,932.4463233642209,16470.734002084188,15538.287678719968,166.9192119574002,134.2101894268691,87.04874263697499,43.436250530950005
Low RES,W_C,FM,0,32.613392304499996,0,3284.6345106675,3284.6345106675,,100.71428571428572,87.04874263697499,43.436250530950005
Low RES,W_C,DAM,0,0,0,0,0,,,87.04874263697499,43.436250530950005
Low RES,W_C,IDA1,0,85.516167644,0,12540.41809651409,12540.41809651409,,146.64382703302715,87.04874263697499,43.436250530950005
Low RES,W_C,IDA2,0.081503249,4.1465706,13.382155581201001,582.8129375418,569.430781960599,164.19168248373757,140.553,87.04874263697499,43.436250530950005
Low RES,W_C,IDA3,5.50471006,0.4472936,919.0641677830199,62.8684573608,-856.1957104222199,166.9595960124047,140.553,87.04874263697499,43.436250530950005
Low RES,W_A,ALL,3.7883866,122.768373088,623.75410804952,17938.759678727198,17315.005570677677,164.649011283463,146.11873748517257,87.04874263697499,45.219095221500005
Low RES,W_A,FM,0,0,0,0,0,,,87.04874263697499,45.219095221500005
Low RES,W_A,DAM,0,32.613392499999996,0,4746.3425022994,4746.3425022994,,145.5335412376802,87.04874263697499,45.219095221500005
Low RES,W_A,IDA1,0,85.576099868,0,12548.841754589637,12548.841754589637,,146.63956144234265,87.04874263697499,45.219095221500005
Low RES,W_A,IDA2,0.059799955,4.1615543,10.272854869585,584.9189415279,574.646086658315,171.787,140.553,87.04874263697499,45.219095221500005
Low RES,W_A,IDA3,3.728586645,0.41732642,613.481253179935,58.656480310259994,-554.824772869675,164.53453053118872,140.553,87.04874263697499,45.219095221500005
High RES,DKL_ICE_H,ALL,0,2321.786914,0,333965.7003242,333965.7003242,,143.83994427328398,,
High RES,DKL_ICE_H,FM,0,0,0,0,0,,,,
High RES,DKL_ICE_H,DAM,0,2321.786914,0,333965.7003242,333965.7003242,,143.83994427328398,,
High RES,DKL_ICE_H,IDA1,0,0,0,0,0,,,,
High RES,DKL_ICE_H,IDA2,0,0,0,0,0,,,,
High RES,DKL_ICE_H,IDA3,0,0,0,0,0,,,,
High RES,VAS_ST_H,ALL,321.47263399999997,6077.9889754,41868.595852160004,900814.444156096,858945.848303936,130.24000000000004,148.20929221853555,,
High RES,VAS_ST_H,FM,0,0,0,0,0,,,,
High RES,VAS_ST_H,DAM,0,6077.9889754,0,900814.444156096,900814.444156096,,148.20929221853555,,
High RES,VAS_ST_H,IDA1,321.47263399999997,0,41868.595852160004,0,-41868.595852160004,130.24000000000004,,,
High RES,VAS_ST_H,IDA2,0,0,0,0,0,,,,
High RES,VAS_ST_H,IDA3,0,0,0,0,0,,,,
High RES,VAS_CCGT_D,ALL,90.7293652,1580.895336,12880.356566699998,246888.42462312,234008.06805642,141.9645837740304,156.17,,
High RES,VAS_CCGT_D,FM,0,0,0,0,0,,,,
High RES,VAS_CCGT_D,DAM,0,1580.895336,0,246888.42462312,246888.42462312,,156.17,,
High RES,VAS_CCGT_D,IDA1,90.7293652,0,12880.356566699998,0,-12880.356566699998,141.9645837740304,,,
High RES,VAS_CCGT_D,IDA2,0,0,0,0,0,,,,
High RES,VAS_CCGT_D,IDA3,0,0,0,0,0,,,,
High RES,DKL_ST_H,ALL,0,0,0,0,0,,,,
High RES,DKL_ST_H,FM,0,0,0,0,0,,,,
High RES,DKL_ST_H,DAM,0,0,0,0,0,,,,
High RES,DKL_ST_H,IDA1,0,0,0,0,0,,,,
High RES,DKL_ST_H,IDA2,0,0,0,0,0,,,,
High RES,DKL_ST_H,IDA3,0,0,0,0,0,,,,
High RES,VAS_GT_D,ALL,0,0,0,0,0,,,,
High RES,VAS_GT_D,FM,0,0,0,0,0,,,,
High RES,VAS_GT_D,DAM,0,0,0,0,0,,,,
High RES,VAS_GT_D,IDA1,0,0,0,0,0,,,,
High RES,VAS_GT_D,IDA2,0,0,0,0,0,,,,
High RES,VAS_GT_D,IDA3,0,0,0,0,0,,,,
High RES,IND,ALL,3629.682778102,65.96892089,516116.628420733,8993.42517642476,-507123.20324430824,142.19331549701317,136.32821418165778,3694.481001659451,143.8135881310493
High RES,IND,FM,27.954336260999998,0,2795.4336261,0,-2795.4336261,100.0,,3694.481001659451,143.8135881310493
High RES,IND,DAM,3544.55362,0,504661.30445374,0,-504661.30445374,142.37654682558872,,3694.481001659451,143.8135881310493
High RES,IND,IDA1,44.179282089000004,52.736231,6552.7612782435435,6901.679163385201,348.9178851416573,148.32204074848661,130.8716802948091,3694.481001659451,143.8135881310493
High RES,IND,IDA2,5.90329207,7.40069933,977.39303571679,1188.98489710651,211.59186138972007,165.5674535711715,160.6584518691033,3694.481001659451,143.8135881310493
High RES,IND,IDA3,7.092247682,5.83199056,1129.736026932634,902.7611159330501,-226.97491099958404,159.2916769954163,154.79468058896344,3694.481001659451,143.8135881310493
High RES,COM,ALL,3171.30484171,59.590921942,434478.9467824907,8410.892908175594,-426068.0538743151,137.0032111287716,141.14386275751764,3258.2048108589797,153.7693046477829
High RES,COM,FM,416.89689372,0,35436.235966199994,0,-35436.235966199994,84.99999999999999,,3258.2048108589797,153.7693046477829
High RES,COM,DAM,2714.469318,0,392779.08093493,0,-392779.08093493,144.69829455443121,,3258.2048108589797,153.7693046477829
High RES,COM,IDA1,29.42125592,46.1924147,4751.15228478604,6118.9820257512,1367.8297409651605,161.48706559995279,132.4672473931353,3258.2048108589797,153.7693046477829
High RES,COM,IDA2,5.4904956799999995,7.52281578,799.97139556526,1292.32195439886,492.3505588336001,145.70112466881315,171.787,3258.2048108589797,153.7693046477829
High RES,COM,IDA3,5.02687839,5.875691462,712.5062010094,999.5889280255341,287.0827270161341,141.73929538991692,170.12277354762406,3258.2048108589797,153.7693046477829
High RES,RES,ALL,5272.5830220525,121.9069305,783040.2213926023,16773.290256542172,-766266.9311360602,148.5116911611535,137.59094899483316,5306.460482681569,172.37067256571868
High RES,RES,FM,74.1418716635,0,6742.6542903675,0,-6742.6542903675,90.94259612125364,,5306.460482681569,172.37067256571868
High RES,RES,DAM,5130.34382,0,765902.32151918,0,-765902.32151918,149.2886926083601,,5306.460482681569,172.37067256571868
High RES,RES,IDA1,55.559793219,99.4353207,8554.762056615053,13225.940908875102,4671.178852260049,153.97397220134985,133.01049180278957,5306.460482681569,172.37067256571868
