scenario,stage,period,price,buy_volume_mwh,DKL_ICE_H,VAS_ST_H,VAS_CCGT_D,DKL_ST_H,VAS_GT_D,IND,COM,RESI,PV_C,PV_A,W_C,W_A
Low RES,IDA1,38,171.787,34.5225272,52.5,195.0,109.76805886559515,19.025591277351122,2.0082568570537296,-81.86449247285356,-83.90171241629372,-214.2360753815527,0.0,0.0,0.85018511035,0.85018511035
Low RES,IDA1,39,171.787,26.118735,52.5,195.0,117.07768014147587,14.941293339368567,1.577136519155571,-79.88667388735323,-74.86410237013087,-227.4394667434409,0.0,0.0,0.5470685704625,0.5470685704625
Low RES,IDA1,40,171.787,26.1187364,52.5,195.0,117.07768050209576,14.941293917702334,1.577136580201913,-79.88667397096256,-66.68111942657228,-235.62245000339016,0.0,0.0,0.5470685704625,0.5470685704625
Low RES,IDA1,41,171.787,17.5889157,52.5,195.0,114.54945941557015,10.094554297474234,1.0655362869556138,-78.100635854806,-59.177993128177384,-236.68304905539156,0.0,0.0,0.37605900718749996,0.37605900718749996
Low RES,IDA1,42,171.787,17.5889164,52.5,195.0,114.54945977511319,10.094554876782036,1.0655363481047704,-78.10063579215203,-54.89120708609035,-240.96983486013264,0.0,0.0,0.37605900718749996,0.37605900718749996
Low RES,IDA1,43,171.787,12.164020300000002,52.5,195.0,101.88349747326424,6.5438624864946515,0.6907410402411021,-77.04608896824335,-49.58242212357632,-231.23609432828033,0.0,0.0,0.62325296005,0.62325296005
Low RES,IDA1,44,171.787,12.1640163,52.5,195.0,101.88349594859949,6.543860247497949,0.6907408039025613,-77.04608896824335,-48.459652445795754,-232.35886400606086,0.0,0.0,0.62325296005,0.62325296005
Low RES,IDA1,45,171.787,8.4974073,52.5,195.0,77.66971110783058,4.094307128595454,0.4321768635739646,-76.38699727436152,-44.08684701484706,-210.73793669279144,0.0,0.0,0.7577913009999999,0.7577913009999999
Low RES,IDA1,46,171.787,8.4974094,52.5,195.0,77.66971195301278,4.0943081731542765,0.43217697383295134,-76.3869972974244,-45.20166586648204,-209.6231179180935,0.0,0.0,0.7577913009999999,0.7577913009999999
Low RES,IDA1,47,171.787,4.53315118,52.5,195.0,46.731261018265364,1.738029330212235,0.18345865152240257,-75.57727249450785,-41.16703387305337,-181.16554686893878,0.0,0.0,0.8785516182499999,0.8785516182499999
Low RES,IDA1,48,171.787,4.5331481700000005,52.5,195.0,46.73125961470097,1.738027886200134,0.18345849909890302,-75.57727249197093,-43.517533799565115,-178.81504693496393,0.0,0.0,0.8785516182499999,0.8785516182499999
Low RES,IDA2,1,171.787,5.673005145762206,52.5,195.0,5.976953554214742,2.4547709591886617,0.2591147123588032,-72.004643763778,-58.59508331123223,-135.71188059395195,0.0,0.0,5.0603844116,5.0603844116
Low RES,IDA2,2,171.787,5.673005303114687,52.5,195.0,5.97695755281829,2.4547710032831738,0.25911471701322386,-72.00464377928482,-58.79601837923703,-135.51094556779282,0.0,0.0,5.0603844116,5.0603844116
Low RES,IDA2,3,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-70.63262136393665,-56.12335494118653,-128.3578536725705,0.0,0.0,3.8069156819570646,3.8069156957366497
Low RES,IDA2,4,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-70.63262150776787,-56.58549803219378,-127.89571096216265,0.0,0.0,3.8069156941723663,3.8069157079519513
Low RES,IDA2,5,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-74.00831293983263,-54.95934353849184,-122.05290567693994,0.0,0.0,1.7602835362552878,1.7602835190091364
Low RES,IDA2,6,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-74.00831438113046,-55.92959773378175,-121.08265498334433,0.0,0.0,1.7602835077513403,1.7602834905051887
Low RES,IDA2,7,143.264,8.637150779852446,52.5,143.65493409623576,4.03173926108752,3.298695759071607,0.3481956634575585,-68.56803476498816,-47.528686442104544,-99.28323178600976,0.0,0.0,5.773194506625,5.773194506625
Low RES,IDA2,8,143.264,8.637150206022058,52.5,143.65493893999488,4.031738989322156,3.2986955367181277,0.3481956399869135,-68.56803477331947,-49.09826886673572,-97.71364937921686,0.0,0.0,5.773194506625,5.773194506625
Low RES,IDA2,9,143.264,6.44115905870153,52.5,142.51232427677104,3.0008775943310417,2.4552634862708524,0.25916670132859,-70.62236169564049,-49.1468951477299,-91.81626628583112,0.0,0.0,5.42894653525,5.42894653525
Low RES,IDA2,10,143.264,6.441159058701518,52.5,142.51232427677104,3.0008775943310364,2.4552634862708484,0.25916670132858954,-70.62236169564049,-51.71920474986418,-89.24395668369682,0.0,0.0,5.42894653525,5.42894653525
Low RES,IDA2,11,143.264,4.045252473101142,52.5,151.4382212905727,1.9223753435710147,1.57285255383083,0.16602332512658763,-73.0288986047687,-56.30456706977437,-88.27735747378308,0.0,0.0,5.0056775376125,5.0056775376125
Low RES,IDA2,12,143.264,4.045252377435995,52.5,151.4382212748467,1.9223752648440142,1.57285248941783,0.1660233183274376,-73.02889860622344,-60.166689517453925,-84.41523502898363,0.0,0.0,5.0056775376125,5.0056775376125
Low RES,IDA2,13,156.19,3.24353832,52.5,137.00187742471778,38.44682222111408,0.76220142990084,4.267310865779805e-09,-77.60322353563097,-71.51219334804203,-88.64691837537701,4.193e-05,4.192999925900837e-05,4.52567550952537,4.52567550952537
Low RES,IDA2,14,156.19,3.2435384199999997,52.5,137.00187742471778,38.44682222111408,0.76220132990084,4.267310865779805e-09,-77.60322349972807,-76.81026628848329,-83.34884536083864,4.193e-05,4.192999925900837e-05,4.52567550952537,4.52567550952537
Low RES,IDA2,15,156.19,9.59021646,52.5,140.44255152811417,36.50104321528331,5.757820978812804,2.1096907110162988e-08,-83.8365122602454,-84.42156057348214,-79.77535299614625,2.7224819469993804,2.7224819469993804,3.6935234062839095,3.6935234062839095
Low RES,IDA2,16,156.19,9.59021646,52.5,140.44255152811417,36.50104321528331,5.757820978812804,2.1096907110162988e-08,-83.83651222754102,-90.11661169333372,-74.08030181224193,2.7224819486208185,2.7224819486208185,3.6935234062839095,3.6935234062839095
Low RES,IDA2,17,143.264,41.279874787009895,52.5,131.90566039816468,12.467447469854454,10.200638929880913,1.07673408148743,-88.15797374633391,-90.18744677788136,-64.68263848954099,14.409445137115625,14.409445137115625,3.0293416200687497,3.0293416200687497
Low RES,IDA2,18,143.264,41.279874787009895,52.5,131.90566054884496,12.467447915797985,10.200639294743807,1.076734120000735,-88.15797371197897,-95.02540244387487,-59.84468276319499,14.409445139761912,14.409445139761912,3.0293416200687497,3.0293416200687497
Low RES,IDA2,19,143.264,42.311770150853334,52.5,80.09539803106452,10.912754564023997,8.928617006928729,0.9424651396202546,-92.6470241808631,-77.58086261952899,-43.31419108596871,27.6568950019179,27.6568950019179,2.42452691044375,2.42452691044375
Low RES,IDA2,20,143.264,42.311770150853334,52.5,80.09539803106452,10.912754564023997,8.928617006928729,0.9424651396202546,-92.64702418086311,-80.54008364602213,-40.35497005947557,27.656895001917896,27.656895001917896,2.42452691044375,2.42452691044375
Low RES,IDA2,21,143.264,25.449796066980905,52.5,52.82988388005706,6.190487692915145,5.064944748748755,0.5346330234790352,-85.45481671372382,-70.85141989653167,-32.330625329293916,34.226056263574705,34.226056263574705,1.5323998885999999,1.5323998885999999
Low RES,IDA2,22,143.264,25.449796066980905,52.5,52.829883609138314,6.190487310103988,5.064944435539627,0.5346329904180718,-85.45481667410762,-72.5268513533363,-30.655193824654866,34.2260562698494,34.2260562698494,1.5323998885999999,1.5323998885999999
Low RES,IDA2,23,143.264,14.928616065499643,52.5,40.63999917884032,3.5789129599836054,2.9282015763502223,0.30908793972585685,-79.6797556881643,-67.49509548577576,-26.937350911415905,36.27664656314049,36.27664656314049,0.8013541620875,0.8013541620875
Low RES,IDA2,24,143.264,14.928615335499645,52.5,40.63999870350211,3.578912716963096,2.928201350242532,0.30908791419226744,-79.67975570417772,-68.18044479452614,-26.252001621643807,36.27664655563632,36.27664655563632,0.8013541620875,0.8013541620875
Low RES,IDA2,25,137.83,11.191708516070246,33.06657045302164,63.75789157329817,2.7398623807736096,2.241705593360226,0.23662447152135718,-77.06754989935467,-69.92752611227571,-26.60376591366163,35.21056097520851,35.21056097520851,0.56753299645,0.56753299645
Low RES,IDA2,26,137.83,11.191707876070247,33.06657039333838,63.75789117023204,2.7398620311432187,2.2417053618444513,0.23662445541691435,-77.06754989935467,-69.65304004677378,-26.878251979163565,35.210560975208516,35.210560975208516,0.56753299645,0.56753299645
Low RES,IDA2,27,137.83,21.9251868042649,40.75628760518172,68.99690899545807,5.54372808425477,4.535777396208447,0.4787765018220028,-80.4338293514717,-72.46920600741313,-29.17505308965534,30.378989112995093,30.378989112995093,0.5043161948125,0.5043161948125
Low RES,IDA2,28,137.83,21.9251868042649,40.75628758279251,68.99690875523507,5.54372769708218,4.535777079430874,0.47877646838436994,-80.43382937516103,-70.95335988115637,-30.69089924584832,30.378989094807846,30.378989094807846,0.5043161948125,0.5043161948125
Low RES,IDA2,29,143.264,34.58057040809385,52.5,89.07097350074386,9.476961995073031,7.753878086877938,0.8184649313926712,-83.6373720752824,-81.75825654432998,-39.13779701944078,21.940910392776594,21.940910392776594,0.51566279970625,0.51566279970625
Low RES,IDA2,30,143.264,34.58057040809385,52.5,89.07097372490625,9.476962402434067,7.75387842017333,0.8184649665738515,-83.63737207528241,-78.249553919026,-42.64649964474476,21.940910392776587,21.940910392776587,0.51566279970625,0.51566279970625
Low RES,IDA2,31,143.264,41.04623806520367,52.5,142.3710313698903,13.298305460829084,10.880431467951066,1.148490021617057,-83.68398958333044,-98.01981366831163,-62.39917026701487,11.365576755615972,11.365576755615972,0.58678171356875,0.58678171356875
Low RES,IDA2,32,143.264,41.04623806520367,52.5,142.37103111029197,13.298304547014368,10.880430720284483,1.1484899426966952,-83.68398955749068,-91.15670761182719,-69.26227627396545,11.365576767929152,11.365576767929152,0.58678171356875,0.58678171356875
Low RES,IDA2,33,156.19,9.609205758347327,52.5,195.0,22.940163637103442,8.72786707969161,3.3967447521376926e-08,-81.83111620599848,-106.38618412004189,-98.0970923122022,2.7487286784837774,2.7487286784837774,0.8244526212562501,0.8244526212562501
Low RES,IDA2,34,156.19,9.609205758347327,52.5,195.0,22.940163637103442,8.72786707969161,3.3967447521376926e-08,-81.8311162059985,-95.93451041299134,-108.54876601925274,2.748728678483774,2.748728678483774,0.8244526212562501,0.8244526212562501
Low RES,IDA2,35,156.19,10.1674875260375,52.5,195.0,80.48431638831326,12.524074253318418,-4.1594166777514374e-08,-81.70704546210284,-108.7910008350688,-151.85578455657839,0.0,0.0,0.92272234385625,0.92272234385625
Low RES,IDA2,36,156.19,10.167487726037498,52.5,195.0,80.48431506310388,12.524072338432433,-1.498798862797912e-09,-81.70704543823659,-95.78667699546423,-164.8601083200492,0.0,0.0,0.92272234385625,0.92272234385625
Low RES,IDA2,37,156.19,8.6306330223375,52.5,195.0,109.76806192561794,12.518307045977496,2.8742068725051695e-08,-80.00518165811607,-93.71938470272853,-197.64708140985542,0.0,0.0,0.7926415991812499,0.7926415991812499
Low RES,IDA2,38,156.19,8.6306325223375,52.5,195.0,109.76805886572424,12.518302677539634,-4.292637223457518e-08,-80.00518165811607,-81.99613215117037,-209.37033396141354,0.0,0.0,0.7926415991812499,0.7926415991812499
Low RES,IDA2,39,156.19,6.529683481999999,52.5,195.0,117.07768014147587,10.059662639368568,1.915557112930344e-08,-78.52181775639525,-73.58505638991369,-223.55368535461605,0.0,0.0,0.5116104294625,0.5116104294625
Low RES,IDA2,40,156.19,6.529683882,52.5,195.0,117.07768050209576,10.059662917702333,-1.9798086947631077e-08,-78.52181775639525,-65.54187885339806,-231.5968628911317,0.0,0.0,0.5116104294625,0.5116104294625
Low RES,IDA2,41,156.19,4.3972303345374995,52.5,195.0,114.54945941576341,6.803789097785613,-1.3011518529282284e-08,-77.18228913990613,-58.482148401834024,-233.9000102466348,0.0,0.0,0.35559458991875,0.35559458991875
Low RES,IDA2,42,156.19,4.3972299345375,52.5,195.0,114.54945977530645,6.803790077093414,4.8137638097855984e-08,-77.18228913990615,-54.24576859824756,-238.1363900502213,0.0,0.0,0.35559458991875,0.35559458991875
Low RES,IDA2,43,156.19,3.041004766275,52.5,195.0,101.88349747336906,4.311927686648582,2.573502522196236e-10,-76.39137900108348,-49.16108852449366,-229.27113312452286,0.0,0.0,0.5640884969125,0.5640884969125
Low RES,IDA2,44,156.19,3.041004726275,52.5,195.0,101.88349594870431,4.31192524765188,3.918809499126041e-09,-76.39137899893053,-48.04785973846218,-230.38436190270724,0.0,0.0,0.5640884969125,0.5640884969125
Low RES,IDA2,45,156.19,2.124352672,52.5,195.0,77.66971110783058,2.566657128595454,3.5739645687371535e-09,-75.89706024669604,-43.80407927221651,-209.38628887308747,0.0,0.0,0.675528395,0.675528395
Low RES,IDA2,46,156.19,2.124352682,52.5,195.0,77.66971195301278,2.5666582731542764,3.832951289695075e-09,-75.89706023516459,-44.911747789225444,-208.2786203176099,0.0,0.0,0.675528395,0.675528395
Low RES,IDA2,47,156.19,1.1332881320375,52.5,195.0,46.73126101921862,1.01877913119296,1.625923479187108e-09,-75.28976664371007,-41.01042908026526,-180.47636938252467,0.0,0.0,0.76326197723125,0.76326197723125
Low RES,IDA2,48,156.19,1.1332881320375,52.5,195.0,46.731259615654224,1.0187775371808587,-7.975760329959058e-10,-75.28976664371007,-43.35198739842191,-178.134811064368,0.0,0.0,0.76326197723125,0.76326197723125
Low RES,IDA3,1,171.787,5.9321200298,52.5,195.0,9.071231014222628,5.02166368161369,0.2709497897258895,-72.81217889074024,-59.2522296502424,-137.23389507797955,0.0,0.0,3.7172297267000003,3.7172297267000003
Low RES,IDA3,2,171.787,5.9321200198,52.5,195.0,9.071234985538059,5.021663750390921,0.2709497869857083,-72.8121789008395,-59.45541820898061,-137.03070654649454,0.0,0.0,3.7172297267000003,3.7172297267000003
Low RES,IDA3,3,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-70.63262136393665,-56.12335494118653,-128.3578536725705,0.0,0.0,3.8069156819570646,3.8069156957366497
Low RES,IDA3,4,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-70.63262150776787,-56.58549803219378,-127.89571096216265,0.0,0.0,3.8069156941723663,3.8069157079519513
Low RES,IDA3,5,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-74.00831293983263,-54.95934353849184,-122.05290567693994,0.0,0.0,1.7602835362552878,1.7602835190091364
Low RES,IDA3,6,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-74.00831438113046,-55.92959773378175,-121.08265498334433,0.0,0.0,1.7602835077513403,1.7602834905051887
Low RES,IDA3,7,143.264,16.31578119625,52.5,145.46560113208426,7.616050376572795,6.23131393537774,0.6577498120676504,-70.52110617097901,-48.88247933951712,-102.11118568260633,0.0,0.0,4.5220283885,4.5220283885
Low RES,IDA3,8,143.264,16.31578057625,52.5,145.46560571098405,7.616050018814717,6.231313697212041,0.6577497752612711,-70.52110617931031,-50.49676928058432,-100.49689575937742,0.0,0.0,4.5220283885,4.5220283885
Low RES,IDA3,9,143.264,12.156466879,52.5,143.88223098528908,5.6635876733430415,4.633844450917033,0.48912802815235357,-71.89065750450925,-50.029516454043794,-93.46518007064846,0.0,0.0,4.10828244575,4.10828244575
Low RES,IDA3,10,143.264,12.156466879,52.5,143.88223098528908,5.663587673343034,4.63384445091703,0.48912802815235307,-71.89065750450925,-52.648021756933026,-90.84667476775921,0.0,0.0,4.10828244575,4.10828244575
Low RES,IDA3,11,143.264,7.706503680775,52.5,152.16977200427397,3.6622665231801386,2.99639980078375,0.3162866456382847,-73.49501544384782,-56.663938597069574,-88.84079966740876,0.0,0.0,3.677516592225,3.677516592225
Low RES,IDA3,12,143.264,7.7065035507749995,52.5,152.1697719695627,3.662266349409611,2.9963997586078635,0.31628664063083,-73.49501543859068,-60.550711558962696,-84.95402669510761,0.0,0.0,3.677516592225,3.677516592225
Low RES,IDA3,13,156.17,3.24353845,52.5,137.00187742471778,38.26398380111408,-9.915990251130324e-11,4.267310865779805e-09,-76.54456541189141,-70.53662866161406,-87.43760288554455,4.193e-05,4.192999925900837e-05,3.37642620952537,3.37642620952537
Low RES,IDA3,14,156.17,3.2435383399999997,52.5,137.00187742471778,38.26398381111408,-9.916001353360571e-11,4.267310865779805e-09,-76.5445654086275,-75.76242566771093,-82.21180587271157,4.193e-05,4.192999925900837e-05,3.37642620952537,3.37642620952537
Low RES,IDA3,15,156.17,9.59021668,52.5,140.44255152811417,34.60527031528331,-2.118719599764063e-08,2.1096907110162988e-08,-80.70009118002315,-81.26325215786017,-76.7908645903955,2.8779813662018894,2.8779813662018894,2.7252120162839093,2.7252120162839093
Low RES,IDA3,16,156.17,9.59021658,52.5,140.44255152811417,34.60527041528331,-2.118719599764063e-08,2.1096907110162988e-08,-80.70009121272753,-86.74524488442314,-71.30887192788525,2.8779813645804513,2.8779813645804513,2.7252120162839093,2.7252120162839093
Low RES,IDA3,17,143.264,25.4050719403625,52.5,133.5689047612021,5.470813704778792,4.476119846967986,0.47247930680109984,-83.58106553500156,-85.5051741691152,-61.32450210490415,14.76199434474794,14.76199434474794,2.199215699887499,2.199215699887499
Low RES,IDA3,18,143.264,25.4050729403625,52.5,133.56890504919454,5.470813603684909,4.476120582436632,0.4724793844339008,-83.58106553500154,-90.09195713934827,-56.73771913467106,14.76199434474794,14.76199434474794,2.199215699887499,2.199215699887499
Low RES,IDA3,19,143.264,22.0700561586125,52.5,81.71400118242843,2.9453060928622987,2.4097962629187943,0.25436738204046705,-86.57376583599833,-72.49523115460401,-40.47483089291607,28.078761200496707,28.078761200496707,1.7814174011375,1.7814174011375
Low RES,IDA3,20,143.264,22.0700561586125,52.5,81.71400118242843,2.9453060928622987,2.4097962629187943,0.25436738204046705,-86.57376583599834,-75.26046738825195,-37.709594659268134,28.078761200496704,28.078761200496704,1.7814174011375,1.7814174011375
Low RES,IDA3,21,143.264,12.6301196308,52.5,53.69718183349538,1.3043286205511704,1.0671780151508425,0.11264656680260299,-81.778960792824,-67.80373199143317,-30.939917056626207,34.808264544241695,34.808264544241695,1.1123727831999999,1.1123727831999999
Low RES,IDA3,22,143.264,12.6301189008,52.5,53.697181381502695,1.3043283652728679,1.0671777790140506,0.11264654021038611,-81.77896080074724,-69.4070944701146,-29.336554587511653,34.808264542986755,34.808264542986755,1.1123727831999999,1.1123727831999999
Low RES,IDA3,23,143.264,7.254262648675001,52.5,41.127013979363845,0.682821105184257,0.5586718222227072,0.05897091680419714,-77.92892015750633,-66.01199842679215,-26.34544559405917,37.097119574641326,37.097119574641326,0.5823241077499998,0.5823241077499998
Low RES,IDA3,24,143.264,7.254262118675,52.5,41.12701334121607,0.6828209325599728,0.5586716083434293,0.05897090145553191,-77.92892018953313,-66.6822882917162,-25.675155767091674,37.097119559632986,37.097119559632986,0.5823241077499998,0.5823241077499998
Low RES,IDA3,25,137.83,5.48848487105,33.117064938272556,64.0989020311914,0.5645137629707127,0.4618749060433256,0.04875346454700469,-76.18744962794273,-69.12896387965056,-26.29995475537555,36.230243054046916,36.230243054046916,0.43238679592499996,0.43238679592499996
Low RES,IDA3,26,137.83,5.48848426105,33.11706485799244,64.09890148902605,0.5645135822481344,0.46187468531039766,0.04875343844798738,-76.18744962794273,-68.85761240531005,-26.57130622971606,36.23024305404692,36.23024305404692,0.43238679592499996,0.43238679592499996
Low RES,IDA3,27,137.83,10.820469688175,40.825387643920166,69.73831155853685,1.261861327488969,1.0324320050580287,0.10897893609599651,-78.43163595011083,-70.6652714286444,-28.448815146597713,31.916153526401477,31.916153526401477,0.37322235072499993,0.37322235072499993
Low RES,IDA3,28,137.83,10.820468958174999,40.82538760433522,69.73831113381371,1.2618610261710126,1.0324317312524283,0.10897890552762735,-78.43163597380016,-69.18715839526386,-29.92692820991447,31.91615350821423,31.91615350821423,0.37322235072499993,0.37322235072499993
Low RES,IDA3,29,143.264,18.3050089341375,52.5,90.53149449738267,2.902635159803297,2.374883302221999,0.2506821288170392,-80.56733107263145,-78.75719142632958,-37.701182756919934,23.845193901190502,23.845193901190502,0.3878108476375,0.3878108476375
Low RES,IDA3,30,143.264,18.305009674137498,52.5,90.53149488852182,2.902635499539304,2.374883607460549,0.2506821527033305,-80.56733107263145,-75.37728123745103,-41.081092945798524,23.845193901190502,23.845193901190502,0.3878108476375,0.3878108476375
Low RES,IDA3,31,143.264,25.536327770762497,52.5,143.97420111110392,6.296492882555839,5.151676094035247,0.543788003354996,-80.59840940118671,-94.40564570119776,-60.09839990321202,12.83591889908575,12.83591889908575,0.4822308281875,0.4822308281875
Low RES,IDA3,32,143.264,25.5363276707625,52.5,143.97420073430678,6.296491505217826,5.151674967122332,0.5437879844030771,-80.59840940118673,-87.79559481583863,-66.70845078857116,12.835918899085746,12.835918899085746,0.4822308281875,0.4822308281875
Low RES,IDA3,33,156.17,9.609205939999999,52.5,195.0,22.113531657103444,-2.030838963662518e-08,3.3967447521376926e-08,-79.36316050485037,-103.17766880465135,-95.13856883772702,3.235834422976864,3.235834422976864,0.7970991912562501,0.7970991912562501
Low RES,IDA3,34,156.17,9.609205939999999,52.5,195.0,22.113531657103444,-2.030838963662518e-08,3.3967447521376926e-08,-79.36316050485038,-93.04120853849926,-105.2750291038791,3.2358344229768607,3.2358344229768607,0.7970991912562501,0.7970991912562501
Low RES,IDA3,35,156.19,10.1674881268,52.5,195.0,80.48431638831326,2.367122253318417,-4.1594166777514374e-08,-79.28044665931168,-105.56004185365177,-147.34585444078658,0.0,0.0,0.91745428045625,0.91745428045625
Low RES,IDA3,36,156.19,10.1674881268,52.5,195.0,80.48431506310388,2.367120338432432,-1.498798862797912e-09,-79.28044665931166,-92.94193047222629,-159.96396582221206,0.0,0.0,0.91745428045625,0.91745428045625
Low RES,IDA3,37,156.19,8.630632718987501,52.5,195.0,109.76806192598481,4.002761346534895,2.8805303079566757e-08,-78.14587080029229,-91.54135740555945,-193.0537868648483,0.0,0.0,0.7350980896875,0.7350980896875
Low RES,IDA3,38,156.19,8.630632718987501,52.5,195.0,109.76805886609111,4.0027569780970325,-4.286313788141997e-08,-78.14587080029227,-80.0905518418885,-204.5045924285192,0.0,0.0,0.7350980896875,0.7350980896875
Low RES,IDA3,39,156.19,6.529683885999999,52.5,195.0,117.07768014147587,3.6008950393685693,1.915557112930344e-08,-77.15696154182795,-72.30601033134381,-219.6679037277532,0.0,0.0,0.4761522864625,0.4761522864625
Low RES,IDA3,40,156.19,6.529683885999999,52.5,195.0,117.07768050209576,3.600895317702334,-1.9798086947631077e-08,-77.15696154182795,-64.40263828022384,-227.57127577887323,0.0,0.0,0.4761522864625,0.4761522864625
Low RES,IDA3,41,156.19,4.3972301343625,52.5,195.0,114.54945941589183,2.447487797996546,-1.2988378686640542e-08,-76.26394246051018,-57.786303702392516,-231.11697154547224,0.0,0.0,0.3351301727375,0.3351301727375
Low RES,IDA3,42,156.19,4.3972301343625,52.5,195.0,114.54945977543487,2.447488777304347,4.816077794053209e-08,-76.26394245842174,-53.600330089855156,-235.3029451500981,0.0,0.0,0.3351301727375,0.3351301727375
Low RES,IDA3,43,156.19,3.041004718,52.5,195.0,101.88349747336906,1.3892518866485823,2.573502522196236e-10,-75.73666903607656,-48.73975492679649,-227.30617192722696,0.0,0.0,0.5049240379125,0.5049240379125
Low RES,IDA3,44,156.19,3.041004718,52.5,195.0,101.88349594870431,1.38924944765188,3.918809499126041e-09,-75.73666903392362,-47.63606703383688,-228.40985981233948,0.0,0.0,0.5049240379125,0.5049240379125
Low RES,IDA3,45,156.19,2.1243527085249996,52.5,195.0,77.66971110805116,0.6068302288704324,3.6034098838270495e-09,-75.4071231913551,-43.521311513613036,-208.0346409770319,0.0,0.0,0.5932654907374999,0.5932654907374999
Low RES,IDA3,46,156.19,2.124352608525,52.5,195.0,77.66971195323336,0.6068314734292544,3.86239660495754e-09,-75.40712320519282,-44.621829731075145,-206.93412280573196,0.0,0.0,0.5932654907374999,0.5932654907374999
Low RES,IDA3,47,156.19,1.1332881104875,52.5,195.0,46.731261019446144,0.1160703014279858,1.6508729760562023e-09,-75.00226080052305,-40.85382429162273,-179.78719191435422,0.0,0.0,0.6479723369875,0.6479723369875
Low RES,IDA3,48,156.19,1.1332881104875,52.5,195.0,46.73125961588175,0.1160687074158846,-7.726265363252412e-10,-75.00226080052305,-43.18644100020023,-177.45457520577668,0.0,0.0,0.6479723369875,0.6479723369875
High RES,DAM,1,156.17,274.240775,52.5,195.0,23.942563,0.0,0.0,-74.4272491009418,-60.56652229256942,-140.27792396338876,0.0,0.0,1.914566384268421,1.9145663926315788
High RES,DAM,2,156.17,274.240771,52.5,195.0,23.942563,0.0,0.0,-74.42724802825515,-60.774216946800685,-140.07022638184415,0.0,0.0,1.914566384268421,1.9145663926315788
High RES,DAM,3,156.17,267.743115,52.5,195.0,17.321713,0.0,0.0,-74.42724855697276,-59.13849446966493,-135.2536787498373,0.0,0.0,1.9988554301592105,1.9988554163157892
High RES,DAM,4,156.17,267.743116,52.5,195.0,17.321713,0.0,0.0,-74.42724883150716,-59.62546557552437,-134.76670836944345,0.0,0.0,1.9988554301592105,1.9988554163157892
High RES,DAM,5,130.24,250.94699,52.5,194.39047,0.0,0.0,0.0,-74.42724768949054,-55.27044884358704,-122.7438037849224,0.0,0.0,2.7755191601052633,2.7755191578947365
High RES,DAM,6,130.24,250.94699500000002,52.5,194.39047,0.0,0.0,0.0,-74.42724914689474,-56.24619530964944,-121.76806086145584,0.0,0.0,2.7755191601052633,2.7755191578947365
High RES,DAM,7,130.24,231.76471600000002,52.5,173.78268,0.0,0.0,0.0,-74.42725041490837,-51.59006614841109,-107.76709558893054,0.0,0.0,3.750864278565789,3.75086427368421
High RES,DAM,8,130.24,231.764711,52.5,173.78268,0.0,0.0,0.0,-74.42724884659194,-53.29377000013452,-106.06338830552353,0.0,0.0,3.750864278565789,3.75086427368421
High RES,DAM,9,130.24,221.518062,52.5,165.03633000000002,0.0,0.0,0.0,-74.42724926667266,-51.7947591690229,-96.76300783105442,0.0,0.0,2.724343635171053,2.7243436315789475
High RES,DAM,10,130.24,221.518062,52.5,165.03633000000002,0.0,0.0,0.0,-74.42724926667266,-54.505655878779024,-94.0521111212983,0.0,0.0,2.724343635171053,2.7243436315789475
High RES,DAM,11,130.24,220.75642,52.5,165.48461,0.0,0.0,0.0,-74.42724907966496,-57.38268161871411,-89.96768400307093,0.0,0.0,1.8965044298710527,1.8965044115789473
High RES,DAM,12,130.24,220.75642,52.5,165.48461,0.0,0.0,0.0,-74.42724907966495,-61.31875562216524,-86.0316099996198,0.0,0.0,1.8965044298710527,1.8965044115789473
High RES,DAM,13,156.17,226.95375,52.5,136.5,35.027833,0.0,0.0,-74.4272489340643,-68.58549907442317,-85.01897164056255,7.787000038262561e-05,7.787000082902214e-05,2.00186577378646,2.001865785262329
High RES,DAM,14,156.17,226.95375,52.5,136.5,35.027833,0.0,0.0,-74.4272489340643,-73.66674413457157,-79.93772658041414,7.787000038262561e-05,7.787000082902214e-05,2.00186577378646,2.001865785262329
High RES,DAM,15,156.17,216.21820300000002,52.5,136.5,16.421943,0.0,0.0,-74.42724912473685,-74.94663543216761,-70.82188787897057,5.922391808260041,5.922391817896756,1.46452286866759,1.464522871050612
High RES,DAM,16,156.17,216.21820300000002,52.5,136.5,16.421943,0.0,0.0,-74.42724912473685,-80.0025112035333,-65.76601210760488,5.922391808260041,5.922391817896756,1.46452286866759,1.464522871050612
High RES,DAM,17,130.24,189.17005100000003,52.5,93.22504,0.0,0.0,0.0,-74.42724919833404,-76.1406290247234,-54.608229396467586,28.72460086916529,28.724600903191458,1.0009328829912891,1.0009328841769598
