participant,side,price,dam_reference,contract,timing,intraday,total_difference
IND,buy,144.50575881382787,147.5250080921101,-0.3259741421459975,-3.8557448006177313,1.1624696644815045,-3.0192492782822455
COM,buy,139.45259422594276,147.5250080921101,-5.460837015665105,-3.88214942466655,1.27057257416432,-8.072413866167352
RESI,buy,150.50860118979017,147.5250080921101,-0.537724036672195,2.629508604272848,0.8918085300794055,2.983593097680057
PV_C,sell,102.06899860578211,147.5250080921101,-29.076763993042462,-17.186382123774948,0.8071366304893889,-45.456009486328
PV_A,sell,131.14576260249947,147.5250080921101,0.0,-17.186382122178717,0.8071366325680672,-16.37924548961064
W_C,sell,135.12018349876675,147.5250080921101,-8.574595575914904,-5.630001378750553,1.7997723613221017,-12.404824593343363
W_A,sell,143.69477907027448,147.5250080921101,0.0,-5.63000138292044,1.7997723610848284,-3.8302290218356347
